date,AMTMNO,BOGMBASE,CPIAUCSL,GDPC1,HOUST,INDPRO,NCBCMDPMVCE,PCEC96,PPIACO,UNRATE
2018-07-17,488694.419,3600.855,251.446,20281.149,1249.29,103.719,26.749,13697.565,203.835,3.8
2018-07-18,489074.258,3599.765,251.46,20281.461,1251.871,103.741,26.801,13698.494,203.806,3.8
2018-07-19,489454.097,3598.674,251.475,20281.773,1254.452,103.764,26.853,13699.423,203.777,3.8
2018-07-20,489833.935,3597.584,251.489,20282.085,1257.032,103.787,26.905,13700.352,203.748,3.8
2018-07-21,490213.774,3596.494,251.504,20282.397,1259.613,103.809,26.957,13701.281,203.719,3.8
2018-07-22,490593.613,3595.403,251.518,20282.71,1262.194,103.832,27.009,13702.21,203.69,3.8
2018-07-23,490973.452,3594.313,251.533,20283.022,1264.774,103.855,27.061,13703.139,203.661,3.8
2018-07-24,491353.29,3593.223,251.547,20283.334,1267.355,103.877,27.113,13704.068,203.632,3.8
2018-07-25,491733.129,3592.132,251.562,20283.646,1269.935,103.9,27.165,13704.997,203.603,3.8
2018-07-26,492112.968,3591.042,251.576,20283.958,1272.516,103.923,27.217,13705.926,203.574,3.8
2018-07-27,492492.806,3589.952,251.591,20284.271,1275.097,103.945,27.269,13706.855,203.545,3.8
2018-07-28,492872.645,3588.861,251.605,20284.583,1277.677,103.968,27.321,13707.784,203.516,3.8
2018-07-29,493252.484,3587.771,251.62,20284.895,1280.258,103.991,27.373,13708.713,203.487,3.8
2018-07-30,493632.323,3586.681,251.634,20285.207,1282.839,104.013,27.425,13709.642,203.458,3.8
2018-07-31,494012.161,3585.59,251.649,20285.519,1285.419,104.036,27.477,13710.571,203.429,3.8
2018-08-01,494392.0,3584.5,251.663,20285.831,1288.0,104.058,27.529,13711.5,203.4,3.8
2018-08-02,494461.387,3583.703,251.68,20286.144,1286.774,104.06,27.581,13710.713,203.406,3.797
2018-08-03,494530.774,3582.906,251.696,20286.456,1285.548,104.061,27.633,13709.926,203.413,3.794
2018-08-04,494600.161,3582.11,251.713,20286.768,1284.323,104.063,27.685,13709.139,203.419,3.79
2018-08-05,494669.548,3581.313,251.73,20287.08,1283.097,104.064,27.737,13708.352,203.426,3.787
2018-08-06,494738.935,3580.516,251.747,20287.392,1281.871,104.066,27.788,13707.565,203.432,3.784
2018-08-07,494808.323,3579.719,251.763,20287.704,1280.645,104.067,27.84,13706.777,203.439,3.781
2018-08-08,494877.71,3578.923,251.78,20288.017,1279.419,104.069,27.892,13705.99,203.445,3.777
2018-08-09,494947.097,3578.126,251.797,20288.329,1278.194,104.07,27.944,13705.203,203.452,3.774
2018-08-10,495016.484,3577.329,251.814,20288.641,1276.968,104.072,27.996,13704.416,203.458,3.771
2018-08-11,495085.871,3576.532,251.83,20288.953,1275.742,104.073,28.048,13703.629,203.465,3.768
2018-08-12,495155.258,3575.735,251.847,20289.265,1274.516,104.075,28.1,13702.842,203.471,3.765
2018-08-13,495224.645,3574.939,251.864,20289.577,1273.29,104.076,28.152,13702.055,203.477,3.761
2018-08-14,495294.032,3574.142,251.881,20289.89,1272.065,104.077,28.204,13701.268,203.484,3.758
2018-08-15,495363.419,3573.345,251.897,20290.202,1270.839,104.079,28.256,13700.481,203.49,3.755
2018-08-16,495432.806,3572.548,251.914,20290.514,1269.613,104.08,28.308,13699.694,203.497,3.752
2018-08-17,495502.194,3571.752,251.931,20290.826,1268.387,104.082,28.36,13698.906,203.503,3.748
2018-08-18,495571.581,3570.955,251.948,20291.138,1267.161,104.083,28.412,13698.119,203.51,3.745
2018-08-19,495640.968,3570.158,251.964,20291.451,1265.935,104.085,28.464,13697.332,203.516,3.742
2018-08-20,495710.355,3569.361,251.981,20291.763,1264.71,104.086,28.516,13696.545,203.523,3.739
2018-08-21,495779.742,3568.565,251.998,20292.075,1263.484,104.088,28.568,13695.758,203.529,3.735
2018-08-22,495849.129,3567.768,252.015,20292.387,1262.258,104.089,28.62,13694.971,203.535,3.732
2018-08-23,495918.516,3566.971,252.031,20292.699,1261.032,104.091,28.672,13694.184,203.542,3.729
2018-08-24,495987.903,3566.174,252.048,20293.011,1259.806,104.092,28.724,13693.397,203.548,3.726
2018-08-25,496057.29,3565.377,252.065,20293.324,1258.581,104.094,28.776,13692.61,203.555,3.723
2018-08-26,496126.677,3564.581,252.082,20293.636,1257.355,104.095,28.828,13691.823,203.561,3.719
2018-08-27,496196.065,3563.784,252.098,20293.948,1256.129,104.096,28.88,13691.035,203.568,3.716
2018-08-28,496265.452,3562.987,252.115,20294.26,1254.903,104.098,28.932,13690.248,203.574,3.713
2018-08-29,496334.839,3562.19,252.132,20294.572,1253.677,104.099,28.984,13689.461,203.581,3.71
2018-08-30,496404.226,3561.394,252.149,20294.884,1252.452,104.101,29.036,13688.674,203.587,3.706
2018-08-31,496473.613,3560.597,252.165,20295.197,1251.226,104.102,29.088,13687.887,203.594,3.703
2018-09-01,496543.0,3559.8,252.182,20295.509,1250.0,104.104,29.14,13687.1,203.6,3.7
2018-09-02,496246.867,3558.503,252.202,20295.821,1249.033,104.098,29.192,13688.433,203.633,3.703
2018-09-03,495950.733,3557.207,252.221,20296.133,1248.067,104.092,29.244,13689.767,203.667,3.707
2018-09-04,495654.6,3555.91,252.241,20296.445,1247.1,104.086,29.296,13691.1,203.7,3.71
2018-09-05,495358.467,3554.613,252.261,20296.757,1246.133,104.081,29.348,13692.433,203.733,3.713
2018-09-06,495062.333,3553.317,252.28,20297.07,1245.167,104.075,29.4,13693.767,203.767,3.717
2018-09-07,494766.2,3552.02,252.3,20297.382,1244.2,104.069,29.452,13695.1,203.8,3.72
2018-09-08,494470.067,3550.723,252.32,20297.694,1243.233,104.063,29.504,13696.433,203.833,3.723
2018-09-09,494173.933,3549.427,252.339,20298.006,1242.267,104.057,29.556,13697.767,203.867,3.727
2018-09-10,493877.8,3548.13,252.359,20298.318,1241.3,104.052,29.608,13699.1,203.9,3.73
2018-09-11,493581.667,3546.833,252.379,20298.631,1240.333,104.046,29.659,13700.433,203.933,3.733
2018-09-12,493285.533,3545.537,252.398,20298.943,1239.367,104.04,29.711,13701.767,203.967,3.737
2018-09-13,492989.4,3544.24,252.418,20299.255,1238.4,104.034,29.763,13703.1,204.0,3.74
2018-09-14,492693.267,3542.943,252.438,20299.567,1237.433,104.028,29.815,13704.433,204.033,3.743
2018-09-15,492397.133,3541.647,252.457,20299.879,1236.467,104.023,29.867,13705.767,204.067,3.747
2018-09-16,492101.0,3540.35,252.477,20300.191,1235.5,104.017,29.919,13707.1,204.1,3.75
2018-09-17,491804.867,3539.053,252.497,20300.504,1234.533,104.011,29.971,13708.433,204.133,3.753
2018-09-18,491508.733,3537.757,252.516,20300.816,1233.567,104.005,30.023,13709.767,204.167,3.757
2018-09-19,491212.6,3536.46,252.536,20301.128,1232.6,103.999,30.075,13711.1,204.2,3.76
2018-09-20,490916.467,3535.163,252.556,20301.44,1231.633,103.994,30.127,13712.433,204.233,3.763
2018-09-21,490620.333,3533.867,252.575,20301.752,1230.667,103.988,30.179,13713.767,204.267,3.767
2018-09-22,490324.2,3532.57,252.595,20302.064,1229.7,103.982,30.231,13715.1,204.3,3.77
2018-09-23,490028.067,3531.273,252.615,20302.377,1228.733,103.976,30.283,13716.433,204.333,3.773
2018-09-24,489731.933,3529.977,252.634,20302.689,1227.767,103.97,30.335,13717.767,204.367,3.777
2018-09-25,489435.8,3528.68,252.654,20303.001,1226.8,103.965,30.387,13719.1,204.4,3.78
2018-09-26,489139.667,3527.383,252.674,20303.313,1225.833,103.959,30.439,13720.433,204.433,3.783
2018-09-27,488843.533,3526.087,252.693,20303.625,1224.867,103.953,30.491,13721.767,204.467,3.787
2018-09-28,488547.4,3524.79,252.713,20303.937,1223.9,103.947,30.543,13723.1,204.5,3.79
2018-09-29,488251.267,3523.493,252.733,20304.25,1222.933,103.941,30.595,13724.433,204.533,3.793
2018-09-30,487955.133,3522.197,252.752,20304.562,1221.967,103.936,30.647,13725.767,204.567,3.797
2018-10-01,487659.0,3520.9,252.772,20304.874,1221.0,103.93,30.699,13727.1,204.6,3.8
2018-10-02,487339.387,3519.461,252.766,20306.252,1219.71,103.932,30.663,13729.461,204.526,3.8
2018-10-03,487019.774,3518.023,252.761,20307.63,1218.419,103.935,30.628,13731.823,204.452,3.8
2018-10-04,486700.161,3516.584,252.755,20309.008,1217.129,103.938,30.592,13734.184,204.377,3.8
2018-10-05,486380.548,3515.145,252.749,20310.386,1215.839,103.94,30.557,13736.545,204.303,3.8
2018-10-06,486060.935,3513.706,252.743,20311.764,1214.548,103.943,30.521,13738.906,204.229,3.8
2018-10-07,485741.323,3512.268,252.738,20313.141,1213.258,103.946,30.485,13741.268,204.155,3.8
2018-10-08,485421.71,3510.829,252.732,20314.519,1211.968,103.948,30.45,13743.629,204.081,3.8
2018-10-09,485102.097,3509.39,252.726,20315.897,1210.677,103.951,30.414,13745.99,204.006,3.8
2018-10-10,484782.484,3507.952,252.72,20317.275,1209.387,103.954,30.379,13748.352,203.932,3.8
2018-10-11,484462.871,3506.513,252.715,20318.653,1208.097,103.956,30.343,13750.713,203.858,3.8
2018-10-12,484143.258,3505.074,252.709,20320.031,1206.806,103.959,30.308,13753.074,203.784,3.8
2018-10-13,483823.645,3503.635,252.703,20321.409,1205.516,103.962,30.272,13755.435,203.71,3.8
2018-10-14,483504.032,3502.197,252.697,20322.787,1204.226,103.964,30.236,13757.797,203.635,3.8
2018-10-15,483184.419,3500.758,252.692,20324.165,1202.935,103.967,30.201,13760.158,203.561,3.8
2018-10-16,482864.806,3499.319,252.686,20325.543,1201.645,103.97,30.165,13762.519,203.487,3.8
2018-10-17,482545.194,3497.881,252.68,20326.92,1200.355,103.972,30.13,13764.881,203.413,3.8
2018-10-18,482225.581,3496.442,252.674,20328.298,1199.065,103.975,30.094,13767.242,203.339,3.8
2018-10-19,481905.968,3495.003,252.669,20329.676,1197.774,103.978,30.059,13769.603,203.265,3.8
2018-10-20,481586.355,3493.565,252.663,20331.054,1196.484,103.981,30.023,13771.965,203.19,3.8
2018-10-21,481266.742,3492.126,252.657,20332.432,1195.194,103.983,29.987,13774.326,203.116,3.8
2018-10-22,480947.129,3490.687,252.651,20333.81,1193.903,103.986,29.952,13776.687,203.042,3.8
2018-10-23,480627.516,3489.248,252.646,20335.188,1192.613,103.989,29.916,13779.048,202.968,3.8
2018-10-24,480307.903,3487.81,252.64,20336.566,1191.323,103.991,29.881,13781.41,202.894,3.8
2018-10-25,479988.29,3486.371,252.634,20337.944,1190.032,103.994,29.845,13783.771,202.819,3.8
2018-10-26,479668.677,3484.932,252.628,20339.322,1188.742,103.997,29.809,13786.132,202.745,3.8
2018-10-27,479349.065,3483.494,252.623,20340.699,1187.452,103.999,29.774,13788.494,202.671,3.8
2018-10-28,479029.452,3482.055,252.617,20342.077,1186.161,104.002,29.738,13790.855,202.597,3.8
2018-10-29,478709.839,3480.616,252.611,20343.455,1184.871,104.005,29.703,13793.216,202.523,3.8
2018-10-30,478390.226,3479.177,252.605,20344.833,1183.581,104.007,29.667,13795.577,202.448,3.8
2018-10-31,478070.613,3477.739,252.6,20346.211,1182.29,104.01,29.632,13797.939,202.374,3.8
2018-11-01,477751.0,3476.3,252.594,20347.589,1181.0,104.013,29.596,13800.3,202.3,3.8
2018-11-02,477849.633,3473.78,252.6,20348.967,1178.133,104.014,29.56,13796.367,202.257,3.803
2018-11-03,477948.267,3471.26,252.606,20350.345,1175.267,104.015,29.525,13792.433,202.213,3.807
2018-11-04,478046.9,3468.74,252.611,20351.723,1172.4,104.016,29.489,13788.5,202.17,3.81
2018-11-05,478145.533,3466.22,252.617,20353.101,1169.533,104.017,29.454,13784.567,202.127,3.813
2018-11-06,478244.167,3463.7,252.623,20354.478,1166.667,104.018,29.418,13780.633,202.083,3.817
2018-11-07,478342.8,3461.18,252.629,20355.856,1163.8,104.019,29.383,13776.7,202.04,3.82
2018-11-08,478441.433,3458.66,252.634,20357.234,1160.933,104.02,29.347,13772.767,201.997,3.823
2018-11-09,478540.067,3456.14,252.64,20358.612,1158.067,104.021,29.311,13768.833,201.953,3.827
2018-11-10,478638.7,3453.62,252.646,20359.99,1155.2,104.022,29.276,13764.9,201.91,3.83
2018-11-11,478737.333,3451.1,252.652,20361.368,1152.333,104.023,29.24,13760.967,201.867,3.833
2018-11-12,478835.967,3448.58,252.657,20362.746,1149.467,104.025,29.205,13757.033,201.823,3.837
2018-11-13,478934.6,3446.06,252.663,20364.124,1146.6,104.026,29.169,13753.1,201.78,3.84
2018-11-14,479033.233,3443.54,252.669,20365.502,1143.733,104.027,29.134,13749.167,201.737,3.843
2018-11-15,479131.867,3441.02,252.675,20366.88,1140.867,104.028,29.098,13745.233,201.693,3.847
2018-11-16,479230.5,3438.5,252.68,20368.258,1138.0,104.029,29.062,13741.3,201.65,3.85
2018-11-17,479329.133,3435.98,252.686,20369.635,1135.133,104.03,29.027,13737.367,201.607,3.853
2018-11-18,479427.767,3433.46,252.692,20371.013,1132.267,104.031,28.991,13733.433,201.563,3.857
2018-11-19,479526.4,3430.94,252.698,20372.391,1129.4,104.032,28.956,13729.5,201.52,3.86
2018-11-20,479625.033,3428.42,252.704,20373.769,1126.533,104.033,28.92,13725.567,201.477,3.863
2018-11-21,479723.667,3425.9,252.709,20375.147,1123.667,104.034,28.884,13721.633,201.433,3.867
2018-11-22,479822.3,3423.38,252.715,20376.525,1120.8,104.035,28.849,13717.7,201.39,3.87
2018-11-23,479920.933,3420.86,252.721,20377.903,1117.933,104.036,28.813,13713.767,201.347,3.873
2018-11-24,480019.567,3418.34,252.727,20379.281,1115.067,104.038,28.778,13709.833,201.303,3.877
2018-11-25,480118.2,3415.82,252.732,20380.659,1112.2,104.039,28.742,13705.9,201.26,3.88
2018-11-26,480216.833,3413.3,252.738,20382.037,1109.333,104.04,28.707,13701.967,201.217,3.883
2018-11-27,480315.467,3410.78,252.744,20383.414,1106.467,104.041,28.671,13698.033,201.173,3.887
2018-11-28,480414.1,3408.26,252.75,20384.792,1103.6,104.042,28.635,13694.1,201.13,3.89
2018-11-29,480512.733,3405.74,252.755,20386.17,1100.733,104.043,28.6,13690.167,201.087,3.893
2018-11-30,480611.367,3403.22,252.761,20387.548,1097.867,104.044,28.564,13686.233,201.043,3.897
2018-12-01,480710.0,3400.7,252.767,20388.926,1095.0,104.045,28.529,13682.3,201.0,3.9
2018-12-02,480516.452,3398.965,252.76,20390.304,1099.226,104.023,28.493,13683.571,200.939,3.903
2018-12-03,480322.903,3397.229,252.754,20391.682,1103.452,104.001,28.458,13684.842,200.877,3.906
2018-12-04,480129.355,3395.494,252.747,20393.06,1107.677,103.979,28.422,13686.113,200.816,3.91
2018-12-05,479935.806,3393.758,252.74,20394.438,1111.903,103.957,28.386,13687.384,200.755,3.913
2018-12-06,479742.258,3392.023,252.734,20395.816,1116.129,103.935,28.351,13688.655,200.694,3.916
2018-12-07,479548.71,3390.287,252.727,20397.193,1120.355,103.912,28.315,13689.926,200.632,3.919
2018-12-08,479355.161,3388.552,252.72,20398.571,1124.581,103.89,28.28,13691.197,200.571,3.923
2018-12-09,479161.613,3386.816,252.714,20399.949,1128.806,103.868,28.244,13692.468,200.51,3.926
2018-12-10,478968.065,3385.081,252.707,20401.327,1133.032,103.846,28.208,13693.739,200.448,3.929
2018-12-11,478774.516,3383.345,252.701,20402.705,1137.258,103.824,28.173,13695.01,200.387,3.932
2018-12-12,478580.968,3381.61,252.694,20404.083,1141.484,103.802,28.137,13696.281,200.326,3.935
2018-12-13,478387.419,3379.874,252.687,20405.461,1145.71,103.78,28.102,13697.552,200.265,3.939
2018-12-14,478193.871,3378.139,252.681,20406.839,1149.935,103.758,28.066,13698.823,200.203,3.942
2018-12-15,478000.323,3376.403,252.674,20408.217,1154.161,103.736,28.031,13700.094,200.142,3.945
2018-12-16,477806.774,3374.668,252.667,20409.595,1158.387,103.714,27.995,13701.365,200.081,3.948
2018-12-17,477613.226,3372.932,252.661,20410.972,1162.613,103.691,27.959,13702.635,200.019,3.952
2018-12-18,477419.677,3371.197,252.654,20412.35,1166.839,103.669,27.924,13703.906,199.958,3.955
2018-12-19,477226.129,3369.461,252.647,20413.728,1171.065,103.647,27.888,13705.177,199.897,3.958
2018-12-20,477032.581,3367.726,252.641,20415.106,1175.29,103.625,27.853,13706.448,199.835,3.961
2018-12-21,476839.032,3365.99,252.634,20416.484,1179.516,103.603,27.817,13707.719,199.774,3.965
2018-12-22,476645.484,3364.255,252.627,20417.862,1183.742,103.581,27.782,13708.99,199.713,3.968
2018-12-23,476451.935,3362.519,252.621,20419.24,1187.968,103.559,27.746,13710.261,199.652,3.971
2018-12-24,476258.387,3360.784,252.614,20420.618,1192.194,103.537,27.71,13711.532,199.59,3.974
2018-12-25,476064.839,3359.048,252.608,20421.996,1196.419,103.515,27.675,13712.803,199.529,3.977
2018-12-26,475871.29,3357.313,252.601,20423.374,1200.645,103.492,27.639,13714.074,199.468,3.981
2018-12-27,475677.742,3355.577,252.594,20424.751,1204.871,103.47,27.604,13715.345,199.406,3.984
2018-12-28,475484.194,3353.842,252.588,20426.129,1209.097,103.448,27.568,13716.616,199.345,3.987
2018-12-29,475290.645,3352.106,252.581,20427.507,1213.323,103.426,27.533,13717.887,199.284,3.99
2018-12-30,475097.097,3350.371,252.574,20428.885,1217.548,103.404,27.497,13719.158,199.223,3.994
2018-12-31,474903.548,3348.635,252.568,20430.263,1221.774,103.382,27.461,13720.429,199.161,3.997
2019-01-01,474710.0,3346.9,252.561,20431.641,1226.0,103.36,27.426,13721.7,199.1,4.0
2019-01-02,474606.839,3347.113,252.585,20433.537,1222.613,103.343,27.421,13721.919,199.103,3.994
2019-01-03,474503.677,3347.326,252.61,20435.433,1219.226,103.325,27.417,13722.139,199.106,3.987
2019-01-04,474400.516,3347.539,252.634,20437.329,1215.839,103.308,27.413,13722.358,199.11,3.981
2019-01-05,474297.355,3347.752,252.659,20439.225,1212.452,103.291,27.408,13722.577,199.113,3.974
2019-01-06,474194.194,3347.965,252.683,20441.121,1209.065,103.274,27.404,13722.797,199.116,3.968
2019-01-07,474091.032,3348.177,252.708,20443.017,1205.677,103.256,27.399,13723.016,199.119,3.961
2019-01-08,473987.871,3348.39,252.732,20444.913,1202.29,103.239,27.395,13723.235,199.123,3.955
2019-01-09,473884.71,3348.603,252.757,20446.808,1198.903,103.222,27.391,13723.455,199.126,3.948
2019-01-10,473781.548,3348.816,252.781,20448.704,1195.516,103.205,27.386,13723.674,199.129,3.942
2019-01-11,473678.387,3349.029,252.806,20450.6,1192.129,103.187,27.382,13723.894,199.132,3.935
2019-01-12,473575.226,3349.242,252.83,20452.496,1188.742,103.17,27.378,13724.113,199.135,3.929
2019-01-13,473472.065,3349.455,252.854,20454.392,1185.355,103.153,27.373,13724.332,199.139,3.923
2019-01-14,473368.903,3349.668,252.879,20456.288,1181.968,103.136,27.369,13724.552,199.142,3.916
2019-01-15,473265.742,3349.881,252.903,20458.184,1178.581,103.118,27.364,13724.771,199.145,3.91
2019-01-16,473162.581,3350.094,252.928,20460.08,1175.194,103.101,27.36,13724.99,199.148,3.903
2019-01-17,473059.419,3350.306,252.952,20461.976,1171.806,103.084,27.356,13725.21,199.152,3.897
2019-01-18,472956.258,3350.519,252.977,20463.872,1168.419,103.067,27.351,13725.429,199.155,3.89
2019-01-19,472853.097,3350.732,253.001,20465.768,1165.032,103.049,27.347,13725.648,199.158,3.884
2019-01-20,472749.935,3350.945,253.026,20467.664,1161.645,103.032,27.342,13725.868,199.161,3.877
2019-01-21,472646.774,3351.158,253.05,20469.56,1158.258,103.015,27.338,13726.087,199.165,3.871
2019-01-22,472543.613,3351.371,253.074,20471.456,1154.871,102.998,27.334,13726.306,199.168,3.865
2019-01-23,472440.452,3351.584,253.099,20473.352,1151.484,102.98,27.329,13726.526,199.171,3.858
2019-01-24,472337.29,3351.797,253.123,20475.247,1148.097,102.963,27.325,13726.745,199.174,3.852
2019-01-25,472234.129,3352.01,253.148,20477.143,1144.71,102.946,27.32,13726.965,199.177,3.845
2019-01-26,472130.968,3352.223,253.172,20479.039,1141.323,102.929,27.316,13727.184,199.181,3.839
2019-01-27,472027.806,3352.435,253.197,20480.935,1137.935,102.911,27.312,13727.403,199.184,3.832
2019-01-28,471924.645,3352.648,253.221,20482.831,1134.548,102.894,27.307,13727.623,199.187,3.826
2019-01-29,471821.484,3352.861,253.246,20484.727,1131.161,102.877,27.303,13727.842,199.19,3.819
2019-01-30,471718.323,3353.074,253.27,20486.623,1127.774,102.86,27.299,13728.061,199.194,3.813
2019-01-31,471615.161,3353.287,253.295,20488.519,1124.387,102.842,27.294,13728.281,199.197,3.806
2019-02-01,471512.0,3353.5,253.319,20490.415,1121.0,102.825,27.29,13728.5,199.2,3.8
2019-02-02,471834.679,3354.5,253.353,20492.311,1123.5,102.825,27.285,13731.939,199.257,3.8
2019-02-03,472157.357,3355.5,253.387,20494.207,1126.0,102.826,27.281,13735.379,199.314,3.8
2019-02-04,472480.036,3356.5,253.422,20496.103,1128.5,102.826,27.277,13738.818,199.371,3.8
2019-02-05,472802.714,3357.5,253.456,20497.999,1131.0,102.827,27.272,13742.257,199.429,3.8
2019-02-06,473125.393,3358.5,253.49,20499.895,1133.5,102.827,27.268,13745.696,199.486,3.8
2019-02-07,473448.071,3359.5,253.524,20501.791,1136.0,102.827,27.263,13749.136,199.543,3.8
2019-02-08,473770.75,3360.5,253.558,20503.686,1138.5,102.828,27.259,13752.575,199.6,3.8
2019-02-09,474093.429,3361.5,253.593,20505.582,1141.0,102.828,27.255,13756.014,199.657,3.8
2019-02-10,474416.107,3362.5,253.627,20507.478,1143.5,102.829,27.25,13759.454,199.714,3.8
2019-02-11,474738.786,3363.5,253.661,20509.374,1146.0,102.829,27.246,13762.893,199.771,3.8
2019-02-12,475061.464,3364.5,253.695,20511.27,1148.5,102.829,27.242,13766.332,199.829,3.8
2019-02-13,475384.143,3365.5,253.73,20513.166,1151.0,102.83,27.237,13769.771,199.886,3.8
2019-02-14,475706.821,3366.5,253.764,20515.062,1153.5,102.83,27.233,13773.211,199.943,3.8
2019-02-15,476029.5,3367.5,253.798,20516.958,1156.0,102.831,27.228,13776.65,200.0,3.8
2019-02-16,476352.179,3368.5,253.832,20518.854,1158.5,102.831,27.224,13780.089,200.057,3.8
2019-02-17,476674.857,3369.5,253.866,20520.75,1161.0,102.831,27.22,13783.529,200.114,3.8
2019-02-18,476997.536,3370.5,253.901,20522.646,1163.5,102.832,27.215,13786.968,200.171,3.8
2019-02-19,477320.214,3371.5,253.935,20524.542,1166.0,102.832,27.211,13790.407,200.229,3.8
2019-02-20,477642.893,3372.5,253.969,20526.438,1168.5,102.833,27.206,13793.846,200.286,3.8
2019-02-21,477965.571,3373.5,254.003,20528.334,1171.0,102.833,27.202,13797.286,200.343,3.8
2019-02-22,478288.25,3374.5,254.038,20530.23,1173.5,102.833,27.198,13800.725,200.4,3.8
2019-02-23,478610.929,3375.5,254.072,20532.125,1176.0,102.834,27.193,13804.164,200.457,3.8
2019-02-24,478933.607,3376.5,254.106,20534.021,1178.5,102.834,27.189,13807.604,200.514,3.8
2019-02-25,479256.286,3377.5,254.14,20535.917,1181.0,102.835,27.184,13811.043,200.571,3.8
2019-02-26,479578.964,3378.5,254.174,20537.813,1183.5,102.835,27.18,13814.482,200.629,3.8
2019-02-27,479901.643,3379.5,254.209,20539.709,1186.0,102.835,27.176,13817.921,200.686,3.8
2019-02-28,480224.321,3380.5,254.243,20541.605,1188.5,102.836,27.171,13821.361,200.743,3.8
2019-03-01,480547.0,3381.5,254.277,20543.501,1191.0,102.836,27.167,13824.8,200.8,3.8
2019-03-02,480323.903,3378.442,254.308,20545.397,1193.613,102.818,27.163,13824.835,200.842,3.797
2019-03-03,480100.806,3375.384,254.339,20547.293,1196.226,102.8,27.158,13824.871,200.884,3.794
2019-03-04,479877.71,3372.326,254.37,20549.189,1198.839,102.782,27.154,13824.906,200.926,3.79
2019-03-05,479654.613,3369.268,254.4,20551.085,1201.452,102.764,27.149,13824.942,200.968,3.787
2019-03-06,479431.516,3366.21,254.431,20552.981,1204.065,102.746,27.145,13824.977,201.01,3.784
2019-03-07,479208.419,3363.152,254.462,20554.877,1206.677,102.727,27.141,13825.013,201.052,3.781
2019-03-08,478985.323,3360.094,254.493,20556.773,1209.29,102.709,27.136,13825.048,201.094,3.777
2019-03-09,478762.226,3357.035,254.524,20558.669,1211.903,102.691,27.132,13825.084,201.135,3.774
2019-03-10,478539.129,3353.977,254.555,20560.564,1214.516,102.673,27.127,13825.119,201.177,3.771
2019-03-11,478316.032,3350.919,254.585,20562.46,1217.129,102.655,27.123,13825.155,201.219,3.768
2019-03-12,478092.935,3347.861,254.616,20564.356,1219.742,102.637,27.119,13825.19,201.261,3.765
2019-03-13,477869.839,3344.803,254.647,20566.252,1222.355,102.619,27.114,13825.226,201.303,3.761
2019-03-14,477646.742,3341.745,254.678,20568.148,1224.968,102.601,27.11,13825.261,201.345,3.758
2019-03-15,477423.645,3338.687,254.709,20570.044,1227.581,102.583,27.106,13825.297,201.387,3.755
2019-03-16,477200.548,3335.629,254.74,20571.94,1230.194,102.565,27.101,13825.332,201.429,3.752
2019-03-17,476977.452,3332.571,254.77,20573.836,1232.806,102.546,27.097,13825.368,201.471,3.748
2019-03-18,476754.355,3329.513,254.801,20575.732,1235.419,102.528,27.092,13825.403,201.513,3.745
2019-03-19,476531.258,3326.455,254.832,20577.628,1238.032,102.51,27.088,13825.439,201.555,3.742
2019-03-20,476308.161,3323.397,254.863,20579.524,1240.645,102.492,27.084,13825.474,201.597,3.739
2019-03-21,476085.065,3320.339,254.894,20581.42,1243.258,102.474,27.079,13825.51,201.639,3.735
2019-03-22,475861.968,3317.281,254.925,20583.316,1245.871,102.456,27.075,13825.545,201.681,3.732
2019-03-23,475638.871,3314.223,254.955,20585.212,1248.484,102.438,27.07,13825.581,201.723,3.729
2019-03-24,475415.774,3311.165,254.986,20587.108,1251.097,102.42,27.066,13825.616,201.765,3.726
2019-03-25,475192.677,3308.106,255.017,20589.003,1253.71,102.402,27.062,13825.652,201.806,3.723
2019-03-26,474969.581,3305.048,255.048,20590.899,1256.323,102.383,27.057,13825.687,201.848,3.719
2019-03-27,474746.484,3301.99,255.079,20592.795,1258.935,102.365,27.053,13825.723,201.89,3.716
2019-03-28,474523.387,3298.932,255.11,20594.691,1261.548,102.347,27.048,13825.758,201.932,3.713
2019-03-29,474300.29,3295.874,255.14,20596.587,1264.161,102.329,27.044,13825.794,201.974,3.71
2019-03-30,474077.194,3292.816,255.171,20598.483,1266.774,102.311,27.04,13825.829,202.016,3.706
2019-03-31,473854.097,3289.758,255.202,20600.379,1269.387,102.293,27.035,13825.865,202.058,3.703
2019-04-01,473631.0,3286.7,255.233,20602.275,1272.0,102.275,27.031,13825.9,202.1,3.7
2019-04-02,473320.7,3285.293,255.235,20604.924,1272.7,102.28,27.034,13827.607,202.087,3.697
2019-04-03,473010.4,3283.887,255.237,20607.573,1273.4,102.284,27.036,13829.313,202.073,3.693
2019-04-04,472700.1,3282.48,255.239,20610.222,1274.1,102.289,27.039,13831.02,202.06,3.69
2019-04-05,472389.8,3281.073,255.241,20612.87,1274.8,102.294,27.041,13832.727,202.047,3.687
2019-04-06,472079.5,3279.667,255.244,20615.519,1275.5,102.299,27.044,13834.433,202.033,3.683
2019-04-07,471769.2,3278.26,255.246,20618.168,1276.2,102.303,27.047,13836.14,202.02,3.68
2019-04-08,471458.9,3276.853,255.248,20620.817,1276.9,102.308,27.049,13837.847,202.007,3.677
2019-04-09,471148.6,3275.447,255.25,20623.466,1277.6,102.313,27.052,13839.553,201.993,3.673
