date,AMTMNO,BOGMBASE,CPIAUCSL,GDPC1,HOUST,INDPRO,NCBCMDPMVCE,PCEC96,PPIACO,UNRATE
2010-01-01,393694.0,1995.0,217.488,16582.71,614.0,89.19,39.55,11156.8,181.9,9.8
2010-01-02,393710.806,1998.877,217.481,16584.493,613.677,89.2,39.596,11158.148,181.871,9.8
2010-01-03,393727.613,2002.755,217.475,16586.276,613.355,89.21,39.642,11159.497,181.842,9.8
2010-01-04,393744.419,2006.632,217.468,16588.058,613.032,89.22,39.689,11160.845,181.813,9.8
2010-01-05,393761.226,2010.51,217.461,16589.841,612.71,89.23,39.735,11162.194,181.784,9.8
2010-01-06,393778.032,2014.387,217.455,16591.624,612.387,89.24,39.782,11163.542,181.755,9.8
2010-01-07,393794.839,2018.265,217.448,16593.407,612.065,89.251,39.828,11164.89,181.726,9.8
2010-01-08,393811.645,2022.142,217.441,16595.19,611.742,89.261,39.875,11166.239,181.697,9.8
2010-01-09,393828.452,2026.019,217.435,16596.972,611.419,89.271,39.921,11167.587,181.668,9.8
2010-01-10,393845.258,2029.897,217.428,16598.755,611.097,89.281,39.968,11168.935,181.639,9.8
2010-01-11,393862.065,2033.774,217.421,16600.538,610.774,89.291,40.014,11170.284,181.61,9.8
2010-01-12,393878.871,2037.652,217.415,16602.321,610.452,89.301,40.061,11171.632,181.581,9.8
2010-01-13,393895.677,2041.529,217.408,16604.104,610.129,89.312,40.107,11172.981,181.552,9.8
2010-01-14,393912.484,2045.406,217.401,16605.886,609.806,89.322,40.154,11174.329,181.523,9.8
2010-01-15,393929.29,2049.284,217.395,16607.669,609.484,89.332,40.2,11175.677,181.494,9.8
2010-01-16,393946.097,2053.161,217.388,16609.452,609.161,89.342,40.247,11177.026,181.465,9.8
2010-01-17,393962.903,2057.039,217.381,16611.235,608.839,89.352,40.293,11178.374,181.435,9.8
2010-01-18,393979.71,2060.916,217.374,16613.018,608.516,89.362,40.34,11179.723,181.406,9.8
2010-01-19,393996.516,2064.794,217.368,16614.8,608.194,89.373,40.386,11181.071,181.377,9.8
2010-01-20,394013.323,2068.671,217.361,16616.583,607.871,89.383,40.433,11182.419,181.348,9.8
2010-01-21,394030.129,2072.548,217.354,16618.366,607.548,89.393,40.479,11183.768,181.319,9.8
2010-01-22,394046.935,2076.426,217.348,16620.149,607.226,89.403,40.525,11185.116,181.29,9.8
2010-01-23,394063.742,2080.303,217.341,16621.932,606.903,89.413,40.572,11186.465,181.261,9.8
2010-01-24,394080.548,2084.181,217.334,16623.714,606.581,89.423,40.618,11187.813,181.232,9.8
2010-01-25,394097.355,2088.058,217.328,16625.497,606.258,89.433,40.665,11189.161,181.203,9.8
2010-01-26,394114.161,2091.935,217.321,16627.28,605.935,89.444,40.711,11190.51,181.174,9.8
2010-01-27,394130.968,2095.813,217.314,16629.063,605.613,89.454,40.758,11191.858,181.145,9.8
2010-01-28,394147.774,2099.69,217.308,16630.846,605.29,89.464,40.804,11193.206,181.116,9.8
2010-01-29,394164.581,2103.568,217.301,16632.628,604.968,89.474,40.851,11194.555,181.087,9.8
2010-01-30,394181.387,2107.445,217.294,16634.411,604.645,89.484,40.897,11195.903,181.058,9.8
2010-01-31,394198.194,2111.323,217.288,16636.194,604.323,89.494,40.944,11197.252,181.029,9.8
2010-02-01,394215.0,2115.2,217.281,16637.977,604.0,89.505,40.99,11198.6,181.0,9.8
2010-02-02,394445.143,2113.929,217.284,16639.76,605.143,89.527,41.037,11200.511,181.082,9.804
2010-02-03,394675.286,2112.657,217.286,16641.542,606.286,89.55,41.083,11202.421,181.164,9.807
2010-02-04,394905.429,2111.386,217.289,16643.325,607.429,89.572,41.13,11204.332,181.246,9.811
2010-02-05,395135.571,2110.114,217.291,16645.108,608.571,89.595,41.176,11206.243,181.329,9.814
2010-02-06,395365.714,2108.843,217.294,16646.891,609.714,89.617,41.223,11208.154,181.411,9.818
2010-02-07,395595.857,2107.571,217.296,16648.674,610.857,89.64,41.269,11210.064,181.493,9.821
2010-02-08,395826.0,2106.3,217.299,16650.456,612.0,89.662,41.316,11211.975,181.575,9.825
2010-02-09,396056.143,2105.029,217.302,16652.239,613.143,89.685,41.362,11213.886,181.657,9.829
2010-02-10,396286.286,2103.757,217.304,16654.022,614.286,89.707,41.408,11215.796,181.739,9.832
2010-02-11,396516.429,2102.486,217.307,16655.805,615.429,89.73,41.455,11217.707,181.821,9.836
2010-02-12,396746.571,2101.214,217.309,16657.588,616.571,89.752,41.501,11219.618,181.904,9.839
2010-02-13,396976.714,2099.943,217.312,16659.37,617.714,89.775,41.548,11221.529,181.986,9.843
2010-02-14,397206.857,2098.671,217.314,16661.153,618.857,89.798,41.594,11223.439,182.068,9.846
2010-02-15,397437.0,2097.4,217.317,16662.936,620.0,89.82,41.641,11225.35,182.15,9.85
2010-02-16,397667.143,2096.129,217.32,16664.719,621.143,89.843,41.687,11227.261,182.232,9.854
2010-02-17,397897.286,2094.857,217.322,16666.502,622.286,89.865,41.734,11229.171,182.314,9.857
2010-02-18,398127.429,2093.586,217.325,16668.284,623.429,89.888,41.78,11231.082,182.396,9.861
2010-02-19,398357.571,2092.314,217.327,16670.067,624.571,89.91,41.827,11232.993,182.479,9.864
2010-02-20,398587.714,2091.043,217.33,16671.85,625.714,89.933,41.873,11234.904,182.561,9.868
2010-02-21,398817.857,2089.771,217.332,16673.633,626.857,89.955,41.92,11236.814,182.643,9.871
2010-02-22,399048.0,2088.5,217.335,16675.416,628.0,89.978,41.966,11238.725,182.725,9.875
2010-02-23,399278.143,2087.229,217.338,16677.198,629.143,90.0,42.013,11240.636,182.807,9.879
2010-02-24,399508.286,2085.957,217.34,16678.981,630.286,90.023,42.059,11242.546,182.889,9.882
2010-02-25,399738.429,2084.686,217.343,16680.764,631.429,90.045,42.106,11244.457,182.971,9.886
2010-02-26,399968.571,2083.414,217.345,16682.547,632.571,90.068,42.152,11246.368,183.054,9.889
2010-02-27,400198.714,2082.143,217.348,16684.33,633.714,90.091,42.199,11248.279,183.136,9.893
2010-02-28,400428.857,2080.871,217.35,16686.112,634.857,90.113,42.245,11250.189,183.218,9.896
2010-03-01,400659.0,2079.6,217.353,16687.895,636.0,90.136,42.291,11252.1,183.3,9.9
2010-03-02,400664.903,2077.497,217.355,16689.678,637.645,90.146,42.338,11252.842,183.335,9.9
2010-03-03,400670.806,2075.394,217.356,16691.461,639.29,90.157,42.384,11253.584,183.371,9.9
2010-03-04,400676.71,2073.29,217.358,16693.244,640.935,90.167,42.431,11254.326,183.406,9.9
2010-03-05,400682.613,2071.187,217.359,16695.026,642.581,90.178,42.477,11255.068,183.442,9.9
2010-03-06,400688.516,2069.084,217.361,16696.809,644.226,90.188,42.524,11255.81,183.477,9.9
2010-03-07,400694.419,2066.981,217.363,16698.592,645.871,90.199,42.57,11256.552,183.513,9.9
2010-03-08,400700.323,2064.877,217.364,16700.375,647.516,90.209,42.617,11257.294,183.548,9.9
2010-03-09,400706.226,2062.774,217.366,16702.158,649.161,90.219,42.663,11258.035,183.584,9.9
2010-03-10,400712.129,2060.671,217.368,16703.94,650.806,90.23,42.71,11258.777,183.619,9.9
2010-03-11,400718.032,2058.568,217.369,16705.723,652.452,90.24,42.756,11259.519,183.655,9.9
2010-03-12,400723.935,2056.465,217.371,16707.506,654.097,90.251,42.803,11260.261,183.69,9.9
2010-03-13,400729.839,2054.361,217.372,16709.289,655.742,90.261,42.849,11261.003,183.726,9.9
2010-03-14,400735.742,2052.258,217.374,16711.072,657.387,90.272,42.896,11261.745,183.761,9.9
2010-03-15,400741.645,2050.155,217.376,16712.854,659.032,90.282,42.942,11262.487,183.797,9.9
2010-03-16,400747.548,2048.052,217.377,16714.637,660.677,90.293,42.989,11263.229,183.832,9.9
2010-03-17,400753.452,2045.948,217.379,16716.42,662.323,90.303,43.035,11263.971,183.868,9.9
2010-03-18,400759.355,2043.845,217.38,16718.203,663.968,90.314,43.082,11264.713,183.903,9.9
2010-03-19,400765.258,2041.742,217.382,16719.986,665.613,90.324,43.128,11265.455,183.939,9.9
2010-03-20,400771.161,2039.639,217.384,16721.768,667.258,90.335,43.174,11266.197,183.974,9.9
2010-03-21,400777.065,2037.535,217.385,16723.551,668.903,90.345,43.221,11266.939,184.01,9.9
2010-03-22,400782.968,2035.432,217.387,16725.334,670.548,90.356,43.267,11267.681,184.045,9.9
2010-03-23,400788.871,2033.329,217.388,16727.117,672.194,90.366,43.314,11268.423,184.081,9.9
2010-03-24,400794.774,2031.226,217.39,16728.9,673.839,90.377,43.36,11269.165,184.116,9.9
2010-03-25,400800.677,2029.123,217.392,16730.682,675.484,90.387,43.407,11269.906,184.152,9.9
2010-03-26,400806.581,2027.019,217.393,16732.465,677.129,90.398,43.453,11270.648,184.187,9.9
2010-03-27,400812.484,2024.916,217.395,16734.248,678.774,90.408,43.5,11271.39,184.223,9.9
2010-03-28,400818.387,2022.813,217.397,16736.031,680.419,90.419,43.546,11272.132,184.258,9.9
2010-03-29,400824.29,2020.71,217.398,16737.814,682.065,90.429,43.593,11272.874,184.294,9.9
2010-03-30,400830.194,2018.606,217.4,16739.596,683.71,90.44,43.639,11273.616,184.329,9.9
2010-03-31,400836.097,2016.503,217.401,16741.379,685.355,90.45,43.686,11274.358,184.365,9.9
2010-04-01,400842.0,2014.4,217.403,16743.162,687.0,90.461,43.732,11275.1,184.4,9.9
2010-04-02,400959.6,2014.33,217.399,16744.581,683.533,90.502,43.687,11276.037,184.413,9.89
2010-04-03,401077.2,2014.26,217.395,16745.999,680.067,90.543,43.643,11276.973,184.427,9.88
2010-04-04,401194.8,2014.19,217.392,16747.418,676.6,90.585,43.598,11277.91,184.44,9.87
2010-04-05,401312.4,2014.12,217.388,16748.837,673.133,90.626,43.553,11278.847,184.453,9.86
2010-04-06,401430.0,2014.05,217.384,16750.256,669.667,90.667,43.508,11279.783,184.467,9.85
2010-04-07,401547.6,2013.98,217.38,16751.674,666.2,90.709,43.463,11280.72,184.48,9.84
2010-04-08,401665.2,2013.91,217.377,16753.093,662.733,90.75,43.419,11281.657,184.493,9.83
2010-04-09,401782.8,2013.84,217.373,16754.512,659.267,90.792,43.374,11282.593,184.507,9.82
2010-04-10,401900.4,2013.77,217.369,16755.931,655.8,90.833,43.329,11283.53,184.52,9.81
2010-04-11,402018.0,2013.7,217.365,16757.349,652.333,90.874,43.284,11284.467,184.533,9.8
2010-04-12,402135.6,2013.63,217.362,16758.768,648.867,90.916,43.239,11285.403,184.547,9.79
2010-04-13,402253.2,2013.56,217.358,16760.187,645.4,90.957,43.195,11286.34,184.56,9.78
2010-04-14,402370.8,2013.49,217.354,16761.605,641.933,90.998,43.15,11287.277,184.573,9.77
2010-04-15,402488.4,2013.42,217.35,16763.024,638.467,91.04,43.105,11288.213,184.587,9.76
2010-04-16,402606.0,2013.35,217.346,16764.443,635.0,91.081,43.06,11289.15,184.6,9.75
2010-04-17,402723.6,2013.28,217.343,16765.862,631.533,91.122,43.015,11290.087,184.613,9.74
2010-04-18,402841.2,2013.21,217.339,16767.28,628.067,91.164,42.971,11291.023,184.627,9.73
2010-04-19,402958.8,2013.14,217.335,16768.699,624.6,91.205,42.926,11291.96,184.64,9.72
2010-04-20,403076.4,2013.07,217.331,16770.118,621.133,91.246,42.881,11292.897,184.653,9.71
2010-04-21,403194.0,2013.0,217.328,16771.537,617.667,91.288,42.836,11293.833,184.667,9.7
2010-04-22,403311.6,2012.93,217.324,16772.955,614.2,91.329,42.791,11294.77,184.68,9.69
2010-04-23,403429.2,2012.86,217.32,16774.374,610.733,91.371,42.747,11295.707,184.693,9.68
2010-04-24,403546.8,2012.79,217.316,16775.793,607.267,91.412,42.702,11296.643,184.707,9.67
2010-04-25,403664.4,2012.72,217.313,16777.211,603.8,91.453,42.657,11297.58,184.72,9.66
2010-04-26,403782.0,2012.65,217.309,16778.63,600.333,91.495,42.612,11298.517,184.733,9.65
2010-04-27,403899.6,2012.58,217.305,16780.049,596.867,91.536,42.567,11299.453,184.747,9.64
2010-04-28,404017.2,2012.51,217.301,16781.468,593.4,91.577,42.523,11300.39,184.76,9.63
2010-04-29,404134.8,2012.44,217.298,16782.886,589.933,91.619,42.478,11301.327,184.773,9.62
2010-04-30,404252.4,2012.37,217.294,16784.305,586.467,91.66,42.433,11302.263,184.787,9.61
2010-05-01,404370.0,2012.3,217.29,16785.724,583.0,91.701,42.388,11303.2,184.8,9.6
2010-05-02,404249.161,2011.981,217.287,16787.142,581.484,91.708,42.343,11304.084,184.758,9.594
2010-05-03,404128.323,2011.661,217.284,16788.561,579.968,91.714,42.299,11304.968,184.716,9.587
2010-05-04,404007.484,2011.342,217.281,16789.98,578.452,91.721,42.254,11305.852,184.674,9.581
2010-05-05,403886.645,2011.023,217.278,16791.399,576.935,91.727,42.209,11306.735,184.632,9.574
2010-05-06,403765.806,2010.703,217.275,16792.817,575.419,91.734,42.164,11307.619,184.59,9.568
2010-05-07,403644.968,2010.384,217.272,16794.236,573.903,91.74,42.119,11308.503,184.548,9.561
2010-05-08,403524.129,2010.065,217.269,16795.655,572.387,91.747,42.075,11309.387,184.506,9.555
2010-05-09,403403.29,2009.745,217.267,16797.074,570.871,91.754,42.03,11310.271,184.465,9.548
2010-05-10,403282.452,2009.426,217.264,16798.492,569.355,91.76,41.985,11311.155,184.423,9.542
2010-05-11,403161.613,2009.106,217.261,16799.911,567.839,91.767,41.94,11312.039,184.381,9.535
2010-05-12,403040.774,2008.787,217.258,16801.33,566.323,91.773,41.895,11312.923,184.339,9.529
2010-05-13,402919.935,2008.468,217.255,16802.748,564.806,91.78,41.851,11313.806,184.297,9.523
2010-05-14,402799.097,2008.148,217.252,16804.167,563.29,91.786,41.806,11314.69,184.255,9.516
2010-05-15,402678.258,2007.829,217.249,16805.586,561.774,91.793,41.761,11315.574,184.213,9.51
2010-05-16,402557.419,2007.51,217.246,16807.005,560.258,91.799,41.716,11316.458,184.171,9.503
2010-05-17,402436.581,2007.19,217.243,16808.423,558.742,91.806,41.671,11317.342,184.129,9.497
2010-05-18,402315.742,2006.871,217.24,16809.842,557.226,91.812,41.627,11318.226,184.087,9.49
2010-05-19,402194.903,2006.552,217.237,16811.261,555.71,91.819,41.582,11319.11,184.045,9.484
2010-05-20,402074.065,2006.232,217.234,16812.68,554.194,91.825,41.537,11319.994,184.003,9.477
2010-05-21,401953.226,2005.913,217.231,16814.098,552.677,91.832,41.492,11320.877,183.961,9.471
2010-05-22,401832.387,2005.594,217.228,16815.517,551.161,91.838,41.447,11321.761,183.919,9.465
2010-05-23,401711.548,2005.274,217.225,16816.936,549.645,91.845,41.403,11322.645,183.877,9.458
2010-05-24,401590.71,2004.955,217.222,16818.354,548.129,91.851,41.358,11323.529,183.835,9.452
2010-05-25,401469.871,2004.635,217.22,16819.773,546.613,91.858,41.313,11324.413,183.794,9.445
2010-05-26,401349.032,2004.316,217.217,16821.192,545.097,91.864,41.268,11325.297,183.752,9.439
2010-05-27,401228.194,2003.997,217.214,16822.611,543.581,91.871,41.223,11326.181,183.71,9.432
2010-05-28,401107.355,2003.677,217.211,16824.029,542.065,91.877,41.179,11327.065,183.668,9.426
2010-05-29,400986.516,2003.358,217.208,16825.448,540.548,91.884,41.134,11327.948,183.626,9.419
2010-05-30,400865.677,2003.039,217.205,16826.867,539.032,91.89,41.089,11328.832,183.584,9.413
2010-05-31,400744.839,2002.719,217.202,16828.286,537.516,91.897,41.044,11329.716,183.542,9.406
2010-06-01,400624.0,2002.4,217.199,16829.704,536.0,91.903,40.999,11330.6,183.5,9.4
2010-06-02,400680.733,2002.13,217.213,16831.123,536.333,91.915,40.955,11331.637,183.52,9.4
2010-06-03,400737.467,2001.86,217.226,16832.542,536.667,91.927,40.91,11332.673,183.54,9.4
2010-06-04,400794.2,2001.59,217.24,16833.96,537.0,91.938,40.865,11333.71,183.56,9.4
2010-06-05,400850.933,2001.32,217.253,16835.379,537.333,91.95,40.82,11334.747,183.58,9.4
2010-06-06,400907.667,2001.05,217.267,16836.798,537.667,91.962,40.775,11335.783,183.6,9.4
2010-06-07,400964.4,2000.78,217.28,16838.217,538.0,91.974,40.731,11336.82,183.62,9.4
2010-06-08,401021.133,2000.51,217.294,16839.635,538.333,91.985,40.686,11337.857,183.64,9.4
2010-06-09,401077.867,2000.24,217.307,16841.054,538.667,91.997,40.641,11338.893,183.66,9.4
2010-06-10,401134.6,1999.97,217.321,16842.473,539.0,92.009,40.596,11339.93,183.68,9.4
2010-06-11,401191.333,1999.7,217.334,16843.891,539.333,92.02,40.551,11340.967,183.7,9.4
2010-06-12,401248.067,1999.43,217.348,16845.31,539.667,92.032,40.507,11342.003,183.72,9.4
2010-06-13,401304.8,1999.16,217.361,16846.729,540.0,92.044,40.462,11343.04,183.74,9.4
2010-06-14,401361.533,1998.89,217.375,16848.148,540.333,92.056,40.417,11344.077,183.76,9.4
2010-06-15,401418.267,1998.62,217.388,16849.566,540.667,92.067,40.372,11345.113,183.78,9.4
2010-06-16,401475.0,1998.35,217.402,16850.985,541.0,92.079,40.327,11346.15,183.8,9.4
2010-06-17,401531.733,1998.08,217.416,16852.404,541.333,92.091,40.283,11347.187,183.82,9.4
2010-06-18,401588.467,1997.81,217.429,16853.823,541.667,92.103,40.238,11348.223,183.84,9.4
2010-06-19,401645.2,1997.54,217.443,16855.241,542.0,92.114,40.193,11349.26,183.86,9.4
2010-06-20,401701.933,1997.27,217.456,16856.66,542.333,92.126,40.148,11350.297,183.88,9.4
2010-06-21,401758.667,1997.0,217.47,16858.079,542.667,92.138,40.103,11351.333,183.9,9.4
2010-06-22,401815.4,1996.73,217.483,16859.497,543.0,92.149,40.059,11352.37,183.92,9.4
2010-06-23,401872.133,1996.46,217.497,16860.916,543.333,92.161,40.014,11353.407,183.94,9.4
2010-06-24,401928.867,1996.19,217.51,16862.335,543.667,92.173,39.969,11354.443,183.96,9.4
2010-06-25,401985.6,1995.92,217.524,16863.754,544.0,92.185,39.924,11355.48,183.98,9.4
2010-06-26,402042.333,1995.65,217.537,16865.172,544.333,92.196,39.879,11356.517,184.0,9.4
2010-06-27,402099.067,1995.38,217.551,16866.591,544.667,92.208,39.835,11357.553,184.02,9.4
2010-06-28,402155.8,1995.11,217.564,16868.01,545.0,92.22,39.79,11358.59,184.04,9.4
2010-06-29,402212.533,1994.84,217.578,16869.429,545.333,92.231,39.745,11359.627,184.06,9.4
2010-06-30,402269.267,1994.57,217.591,16870.847,545.667,92.243,39.7,11360.663,184.08,9.4
2010-07-01,402326.0,1994.3,217.605,16872.266,546.0,92.255,39.655,11361.7,184.1,9.4
2010-07-02,402520.452,1994.281,217.615,16873.229,547.71,92.266,39.613,11362.587,184.126,9.403
2010-07-03,402714.903,1994.261,217.626,16874.192,549.419,92.277,39.571,11363.474,184.152,9.406
2010-07-04,402909.355,1994.242,217.636,16875.155,551.129,92.288,39.529,11364.361,184.177,9.41
2010-07-05,403103.806,1994.223,217.646,16876.118,552.839,92.299,39.487,11365.248,184.203,9.413
2010-07-06,403298.258,1994.203,217.656,16877.081,554.548,92.31,39.445,11366.135,184.229,9.416
2010-07-07,403492.71,1994.184,217.667,16878.044,556.258,92.32,39.403,11367.023,184.255,9.419
2010-07-08,403687.161,1994.165,217.677,16879.007,557.968,92.331,39.361,11367.91,184.281,9.423
2010-07-09,403881.613,1994.145,217.687,16879.97,559.677,92.342,39.318,11368.797,184.306,9.426
2010-07-10,404076.065,1994.126,217.697,16880.933,561.387,92.353,39.276,11369.684,184.332,9.429
2010-07-11,404270.516,1994.106,217.708,16881.896,563.097,92.364,39.234,11370.571,184.358,9.432
2010-07-12,404464.968,1994.087,217.718,16882.859,564.806,92.375,39.192,11371.458,184.384,9.435
2010-07-13,404659.419,1994.068,217.728,16883.822,566.516,92.386,39.15,11372.345,184.41,9.439
2010-07-14,404853.871,1994.048,217.738,16884.785,568.226,92.397,39.108,11373.232,184.435,9.442
2010-07-15,405048.323,1994.029,217.749,16885.748,569.935,92.408,39.066,11374.119,184.461,9.445
2010-07-16,405242.774,1994.01,217.759,16886.711,571.645,92.419,39.024,11375.006,184.487,9.448
2010-07-17,405437.226,1993.99,217.769,16887.674,573.355,92.43,38.981,11375.894,184.513,9.452
2010-07-18,405631.677,1993.971,217.779,16888.637,575.065,92.441,38.939,11376.781,184.539,9.455
2010-07-19,405826.129,1993.952,217.79,16889.6,576.774,92.452,38.897,11377.668,184.565,9.458
2010-07-20,406020.581,1993.932,217.8,16890.563,578.484,92.462,38.855,11378.555,184.59,9.461
2010-07-21,406215.032,1993.913,217.81,16891.526,580.194,92.473,38.813,11379.442,184.616,9.465
2010-07-22,406409.484,1993.894,217.82,16892.489,581.903,92.484,38.771,11380.329,184.642,9.468
2010-07-23,406603.935,1993.874,217.831,16893.452,583.613,92.495,38.729,11381.216,184.668,9.471
2010-07-24,406798.387,1993.855,217.841,16894.416,585.323,92.506,38.687,11382.103,184.694,9.474
2010-07-25,406992.839,1993.835,217.851,16895.379,587.032,92.517,38.644,11382.99,184.719,9.477
2010-07-26,407187.29,1993.816,217.861,16896.342,588.742,92.528,38.602,11383.877,184.745,9.481
2010-07-27,407381.742,1993.797,217.872,16897.305,590.452,92.539,38.56,11384.765,184.771,9.484
2010-07-28,407576.194,1993.777,217.882,16898.268,592.161,92.55,38.518,11385.652,184.797,9.487
2010-07-29,407770.645,1993.758,217.892,16899.231,593.871,92.561,38.476,11386.539,184.823,9.49
2010-07-30,407965.097,1993.739,217.902,16900.194,595.581,92.572,38.434,11387.426,184.848,9.494
2010-07-31,408159.548,1993.719,217.913,16901.157,597.29,92.583,38.392,11388.313,184.874,9.497
2010-08-01,408354.0,1993.7,217.923,16902.12,599.0,92.594,38.349,11389.2,184.9,9.5
2010-08-02,408795.774,1992.652,217.934,16903.083,598.839,92.602,38.307,11389.545,184.9,9.5
2010-08-03,409237.548,1991.603,217.946,16904.046,598.677,92.61,38.265,11389.89,184.9,9.5
2010-08-04,409679.323,1990.555,217.957,16905.009,598.516,92.619,38.223,11390.235,184.9,9.5
2010-08-05,410121.097,1989.506,217.968,16905.972,598.355,92.627,38.181,11390.581,184.9,9.5
2010-08-06,410562.871,1988.458,217.98,16906.935,598.194,92.635,38.139,11390.926,184.9,9.5
2010-08-07,411004.645,1987.41,217.991,16907.898,598.032,92.644,38.097,11391.271,184.9,9.5
2010-08-08,411446.419,1986.361,218.002,16908.861,597.871,92.652,38.055,11391.616,184.9,9.5
2010-08-09,411888.194,1985.313,218.014,16909.824,597.71,92.661,38.012,11391.961,184.9,9.5
2010-08-10,412329.968,1984.265,218.025,16910.787,597.548,92.669,37.97,11392.306,184.9,9.5
2010-08-11,412771.742,1983.216,218.037,16911.75,597.387,92.677,37.928,11392.652,184.9,9.5
2010-08-12,413213.516,1982.168,218.048,16912.713,597.226,92.686,37.886,11392.997,184.9,9.5
2010-08-13,413655.29,1981.119,218.059,16913.676,597.065,92.694,37.844,11393.342,184.9,9.5
2010-08-14,414097.065,1980.071,218.071,16914.639,596.903,92.703,37.802,11393.687,184.9,9.5
2010-08-15,414538.839,1979.023,218.082,16915.602,596.742,92.711,37.76,11394.032,184.9,9.5
2010-08-16,414980.613,1977.974,218.093,16916.565,596.581,92.719,37.718,11394.377,184.9,9.5
2010-08-17,415422.387,1976.926,218.105,16917.528,596.419,92.728,37.675,11394.723,184.9,9.5
2010-08-18,415864.161,1975.877,218.116,16918.491,596.258,92.736,37.633,11395.068,184.9,9.5
2010-08-19,416305.935,1974.829,218.127,16919.454,596.097,92.744,37.591,11395.413,184.9,9.5
2010-08-20,416747.71,1973.781,218.139,16920.417,595.935,92.753,37.549,11395.758,184.9,9.5
2010-08-21,417189.484,1972.732,218.15,16921.38,595.774,92.761,37.507,11396.103,184.9,9.5
2010-08-22,417631.258,1971.684,218.161,16922.343,595.613,92.77,37.465,11396.448,184.9,9.5
2010-08-23,418073.032,1970.635,218.173,16923.306,595.452,92.778,37.423,11396.794,184.9,9.5
2010-08-24,418514.806,1969.587,218.184,16924.269,595.29,92.786,37.381,11397.139,184.9,9.5
2010-08-25,418956.581,1968.539,218.196,16925.232,595.129,92.795,37.338,11397.484,184.9,9.5
2010-08-26,419398.355,1967.49,218.207,16926.195,594.968,92.803,37.296,11397.829,184.9,9.5
2010-08-27,419840.129,1966.442,218.218,16927.158,594.806,92.811,37.254,11398.174,184.9,9.5
2010-08-28,420281.903,1965.394,218.23,16928.121,594.645,92.82,37.212,11398.519,184.9,9.5
2010-08-29,420723.677,1964.345,218.241,16929.084,594.484,92.828,37.17,11398.865,184.9,9.5
2010-08-30,421165.452,1963.297,218.252,16930.047,594.323,92.837,37.128,11399.21,184.9,9.5
2010-08-31,421607.226,1962.248,218.264,16931.01,594.161,92.845,37.086,11399.555,184.9,9.5
2010-09-01,422049.0,1961.2,218.275,16931.973,594.0,92.853,37.044,11399.9,184.9,9.5
2010-09-02,421908.367,1961.217,218.3,16932.936,592.3,92.845,37.001,11400.867,184.957,9.497
2010-09-03,421767.733,1961.233,218.326,16933.899,590.6,92.837,36.959,11401.833,185.013,9.493
2010-09-04,421627.1,1961.25,218.351,16934.862,588.9,92.828,36.917,11402.8,185.07,9.49
2010-09-05,421486.467,1961.267,218.376,16935.825,587.2,92.82,36.875,11403.767,185.127,9.487
2010-09-06,421345.833,1961.283,218.402,16936.788,585.5,92.812,36.833,11404.733,185.183,9.483
2010-09-07,421205.2,1961.3,218.427,16937.751,583.8,92.803,36.791,11405.7,185.24,9.48
2010-09-08,421064.567,1961.317,218.452,16938.714,582.1,92.795,36.749,11406.667,185.297,9.477
2010-09-09,420923.933,1961.333,218.478,16939.678,580.4,92.787,36.707,11407.633,185.353,9.473
2010-09-10,420783.3,1961.35,218.503,16940.641,578.7,92.778,36.664,11408.6,185.41,9.47
2010-09-11,420642.667,1961.367,218.528,16941.604,577.0,92.77,36.622,11409.567,185.467,9.467
2010-09-12,420502.033,1961.383,218.554,16942.567,575.3,92.762,36.58,11410.533,185.523,9.463
2010-09-13,420361.4,1961.4,218.579,16943.53,573.6,92.753,36.538,11411.5,185.58,9.46
2010-09-14,420220.767,1961.417,218.604,16944.493,571.9,92.745,36.496,11412.467,185.637,9.457
2010-09-15,420080.133,1961.433,218.63,16945.456,570.2,92.737,36.454,11413.433,185.693,9.453
2010-09-16,419939.5,1961.45,218.655,16946.419,568.5,92.728,36.412,11414.4,185.75,9.45
2010-09-17,419798.867,1961.467,218.68,16947.382,566.8,92.72,36.37,11415.367,185.807,9.447
2010-09-18,419658.233,1961.483,218.706,16948.345,565.1,92.712,36.327,11416.333,185.863,9.443
2010-09-19,419517.6,1961.5,218.731,16949.308,563.4,92.703,36.285,11417.3,185.92,9.44
2010-09-20,419376.967,1961.517,218.756,16950.271,561.7,92.695,36.243,11418.267,185.977,9.437
2010-09-21,419236.333,1961.533,218.782,16951.234,560.0,92.687,36.201,11419.233,186.033,9.433
2010-09-22,419095.7,1961.55,218.807,16952.197,558.3,92.678,36.159,11420.2,186.09,9.43
2010-09-23,418955.067,1961.567,218.832,16953.16,556.6,92.67,36.117,11421.167,186.147,9.427
2010-09-24,418814.433,1961.583,218.858,16954.123,554.9,92.662,36.075,11422.133,186.203,9.423
2010-09-25,418673.8,1961.6,218.883,16955.086,553.2,92.653,36.033,11423.1,186.26,9.42
2010-09-26,418533.167,1961.617,218.908,16956.049,551.5,92.645,35.99,11424.067,186.317,9.417
2010-09-27,418392.533,1961.633,218.934,16957.012,549.8,92.637,35.948,11425.033,186.373,9.413
2010-09-28,418251.9,1961.65,218.959,16957.975,548.1,92.628,35.906,11426.0,186.43,9.41
2010-09-29,418111.267,1961.667,218.984,16958.938,546.4,92.62,35.864,11426.967,186.487,9.407
2010-09-30,417970.633,1961.683,219.01,16959.901,544.7,92.612,35.822,11427.933,186.543,9.403
