Date,Close,High,Low,Open,Volume
2010-3-18,82.19999695,82.84999847,81.68000031,82.84999847,208343
2010-3-19,80.68000031,82.16999817,79.86000061,82.16999817,150682
2010-3-22,81.25,81.48999786,78.56999969,80.93000031,351220
2010-3-23,81.91000366,82.19999695,80.84999847,81.80999756,261873
2010-3-24,80.61000061,81.63999939,79.87999725,81.58000183,307763
2010-3-25,80.52999878,81.48000336,80.19999695,80.25,296271
2010-3-26,80,81.45999908,79.54000092,80.12999725,324607
2010-3-29,82.16999817,82.77999878,80.18000031,80.23999786,311042
2010-3-30,82.37000275,82.73999786,81.76999664,82.5,244435
2010-3-31,83.76000214,83.84999847,82.22000122,82.5,371961
2010-4-1,84.87000275,85.22000122,83.20999908,83.36000061,295387
2010-4-5,86.62000275,86.90000153,85.05999756,85.30999756,244106
2010-4-6,86.83999634,87.08999634,86.12999725,86.73999786,290480
2010-4-7,85.87999725,87,85.51999664,86.76000214,379528
2010-4-8,85.38999939,85.87999725,84.37999725,85.63999939,389596
2010-4-9,84.91999817,86.37000275,84.12000275,85.55999756,442943
2010-4-12,84.33999634,85.70999908,84.08000183,85.16999817,421904
2010-4-13,84.05000305,84.41999817,82.51000214,84.36000061,552298
2010-4-14,85.83999634,86.38999939,83.70999908,83.81999969,425166
2010-4-15,85.51000214,86.26999664,85.26999664,85.91000366,274095
2010-4-16,83.23999786,85.44000244,82.51999664,85.34999847,268760
2010-4-19,81.44999695,83,80.52999878,82.91999817,122831
2010-4-20,83.44999695,83.65000153,81.51000214,81.69000244,344024
2010-4-21,83.68000031,84.63999939,82.91999817,84.02999878,428236
2010-4-22,83.69999695,84.06999969,81.73000336,83.47000122,433947
2010-4-23,85.12000275,85.19000244,82.91999817,83.75,322550
2010-4-26,84.19999695,85.62999725,83.73000336,85.22000122,337123
2010-4-27,82.44000244,84.33000183,81.79000092,83.88999939,462842
2010-4-28,83.22000122,83.38999939,81.29000092,81.83999634,400695
2010-4-29,85.16999817,85.45999908,83.01000214,83.33000183,393689
2010-4-30,86.15000153,86.5,85.16000366,85.58000183,392139
2010-5-3,86.19000244,87.15000153,85.83000183,86.19999695,324726
2010-5-4,82.73999786,86.23999786,82.55000305,86.08999634,497427
2010-5-5,79.97000122,82.83000183,79.15000153,82.12999725,512285
2010-5-6,77.11000061,80.38999939,74.58000183,79.62999725,605011
2010-5-7,75.11000061,78.19000244,74.51000214,76.94999695,601534
2010-5-10,76.80000305,78.51000214,75.80000305,76.11000061,447158
2010-5-11,76.37000275,77.68000031,75.36000061,77.26000214,441537
2010-5-12,75.65000153,77,74.75,75.88999939,475847
2010-5-13,74.40000153,76.44999695,73.62000275,75.47000122,532331
2010-5-14,71.61000061,74.12999725,70.83000183,73.98999786,373981
2010-5-17,70.08000183,72.25,69.26999664,71.79000092,355833
2010-5-18,69.41000366,72.51999664,68.91000366,70.5,206381
2010-5-19,69.87000275,71.30000305,67.90000153,69.11000061,129166
2010-5-20,68.01000214,71.29000092,64.23999786,71.19999695,553741
2010-5-21,70.04000092,71.23000336,69,69.51999664,449428
2010-5-24,70.20999908,70.95999908,69.56999969,70.62000275,279820
2010-5-25,68.75,70.04000092,67.15000153,69.90000153,395399
2010-5-26,71.51000214,71.69999695,69.20999908,70.05999756,405519
2010-5-27,74.55000305,74.75,70.66999817,70.73999786,401812
2010-5-28,73.97000122,75.72000122,73.12999725,74.90000153,420674
2010-6-1,72.58000183,75.33000183,71.63999939,73.97000122,438588
2010-6-2,72.86000061,73.93000031,71.68000031,71.94000244,391034
2010-6-3,74.61000061,74.94999695,72.31999969,73.69999695,439431
2010-6-4,71.51000214,75.41999817,70.79000092,74.61000061,448494
2010-6-7,71.44000244,72.48999786,69.51000214,70.34999847,417308
2010-6-8,71.98999786,72.40000153,70.75,71.16000366,421966
2010-6-9,74.37999725,74.95999908,72.02999878,72.51000214,436981
2010-6-10,75.48000336,76.30000305,73.72000122,73.87000275,430042
2010-6-11,73.77999878,75.63999939,73.26000214,75.51999664,421739
2010-6-14,75.12000275,75.98999786,74.04000092,74.05999756,321671
2010-6-15,76.94000244,77.16000366,74.62000275,74.76999664,308294
2010-6-16,77.66999817,78.12999725,76.05999756,77.05999756,323357
2010-6-17,76.79000092,77.79000092,76.16999817,77.44999695,303284
2010-6-18,77.18000031,77.44999695,75.55999756,76.55000305,157434
2010-6-21,77.81999969,78.91999817,76.87999725,77.5,124289
2010-6-22,77.20999908,78.09999847,76.52999878,77.34999847,285495
2010-6-23,76.34999847,77.83000183,75.16999817,77.51999664,365038
2010-6-24,76.51000214,76.56999969,75.31999969,76,260401
2010-6-25,78.86000061,79.19000244,75.90000153,76.55999756,316456
2010-6-28,78.25,79.37999725,77.72000122,79,223305
2010-6-29,75.94000244,78.31999969,75.20999908,78.15000153,323267
2010-6-30,75.62999725,76.83000183,74.38999939,75.45999908,357752
2010-7-1,72.94999695,75.40000153,72.05000305,75.37000275,405081
2010-7-2,72.13999939,73.37999725,71.62000275,72.66999817,256171
2010-7-6,71.98000336,73.86000061,71.08999634,72.05999756,325727
2010-7-7,74.06999969,74.55999756,71.44000244,72.06999969,288660
2010-7-8,75.44000244,76,74.37999725,74.84999847,325813
2010-7-9,76.08999634,76.48000336,75,75.84999847,269887
2010-7-12,74.94999695,76.43000031,74.51999664,76.30000305,309169
2010-7-13,77.15000153,77.37000275,74.25,75.05999756,361792
2010-7-14,77.04000092,78.15000153,76.37999725,77.12999725,364471
2010-7-15,76.62000275,77.66000366,75.33000183,76.76000214,366023
2010-7-16,76.01000214,77.15000153,75.25,76.81999969,225250
2010-7-19,76.54000092,77.69000244,75.5,75.72000122,169548
2010-7-20,77.44000244,77.56999969,75.65000153,76.40000153,285817
2010-7-21,76.55999756,78.56999969,76.19999695,77.84999847,322410
2010-7-22,79.30000305,79.41999817,76.16000366,76.43000031,358815
2010-7-23,78.98000336,79.59999847,78.40000153,79.26999664,259741
2010-7-26,78.98000336,79.33000183,78.05999756,78.98000336,227656
2010-7-27,77.5,79.69000244,76.79000092,78.91999817,377844
2010-7-28,76.98999786,77.73999786,75.90000153,77.08000183,314173
2010-7-29,78.36000061,78.88999939,76.44999695,76.88999939,350581
2010-7-30,78.94999695,79.05000305,76.83000183,78.25,294425
2010-8-2,81.33999634,81.76999664,78.83000183,78.94999695,306098
2010-8-3,82.55000305,82.63999939,81.11000061,81.41000366,290979
2010-8-4,82.47000122,82.97000122,81.62000275,82.41999817,293321
2010-8-5,82.01000214,82.48000336,81.55999756,82.44000244,234811
2010-8-6,80.69999695,82.66999817,80.04000092,82.12000275,397532
2010-8-9,81.48000336,81.76000214,80.70999908,80.91000366,267083
2010-8-10,80.25,81.62000275,79.19999695,81.44000244,385854
2010-8-11,78.01999664,80.44000244,77.41999817,80.22000122,416889
2010-8-12,75.73999786,77.97000122,75.51999664,77.30999756,430788
2010-8-13,75.38999939,76.73999786,75.01000214,75.75,286126
2010-8-16,75.23999786,75.94999695,74.86000061,75.59999847,237455
2010-8-17,75.76999664,76.62999725,75.01000214,75.05999756,347432
2010-8-18,75.41999817,75.73999786,73.83000183,75.44999695,247104
2010-8-19,74.43000031,76.09999847,73.95999908,75.26999664,123224
2010-8-20,73.45999908,74.59999847,73.19000244,74.44999695,246977
2010-8-23,73.09999847,74.48000336,72.75,73.90000153,252439
2010-8-24,71.62999725,73.05000305,71.31999969,72.94999695,340994
2010-8-25,72.51999664,72.87000275,70.76000214,71.47000122,343405
2010-8-26,73.36000061,73.98000336,72.54000092,72.81999969,362828
2010-8-27,75.16999817,75.44999695,72.04000092,73.18000031,477903
2010-8-30,74.69999695,75.58000183,74.16999817,75.5,260666
2010-8-31,71.91999817,74.73000336,71.52999878,74.06999969,469412
2010-9-1,73.91000366,74.48000336,71.66999817,71.69999695,396607
2010-9-2,75.01999664,75.13999939,73.11000061,73.91000366,340168
2010-9-3,74.59999847,75.44000244,73.19999695,74.93000031,379300
2010-9-7,74.08999634,74.62999725,72.62999725,74.30000305,406641
2010-9-8,74.66999817,75.38999939,73.37000275,73.91000366,359759
2010-9-9,74.25,75.95999908,73.87999725,74.91999817,372881
2010-9-10,76.44999695,76.73000336,74.37000275,74.40000153,431370
2010-9-13,77.19000244,78.04000092,76.36000061,76.36000061,349157
2010-9-14,76.80000305,77.98999786,76.20999908,77.16999817,416114
2010-9-15,76.01999664,76.65000153,74.66000366,76.63999939,356325
2010-9-16,74.56999969,75.98999786,74.11000061,75.76000214,289281
2010-9-17,73.66000366,75.25,72.75,74.47000122,195831
2010-9-20,74.86000061,75.44999695,73.31999969,73.58999634,132427
2010-9-21,73.51999664,74.59999847,72.80999756,74.56999969,311954
2010-9-22,74.70999908,76,73.83999634,74.79000092,343846
2010-9-23,75.18000031,75.61000061,73.58000183,74.83999634,295903
2010-9-24,76.48999786,76.68000031,74.66000366,74.94999695,288499
2010-9-27,76.51999664,77.16999817,75.51999664,76.47000122,289641
2010-9-28,76.18000031,77.12000275,75.52999878,76.23000336,329350
2010-9-29,77.86000061,78.12999725,75.59999847,76.19999695,388993
2010-9-30,79.97000122,80.18000031,77.55000305,77.91000366,418628
2010-10-1,81.58000183,81.69000244,79.69999695,79.83999634,359944
2010-10-4,81.47000122,82.37999725,80.76999664,81.68000031,313306
2010-10-5,82.81999969,82.98999786,81.15000153,81.37000275,336832
2010-10-6,83.23000336,84.08999634,82.29000092,82.59999847,349174
2010-10-7,81.66999817,84.43000031,81,83.26999664,450952
2010-10-8,82.66000366,83.12999725,80.30000305,81.43000031,414081
2010-10-11,82.20999908,83.5,81.84999847,82.94999695,234320
2010-10-12,81.66999817,82.33000183,80.87999725,81.94000244,333582
2010-10-13,83.01000214,83.44999695,81.68000031,81.72000122,330288
2010-10-14,82.69000244,84.12000275,82.20999908,83.23000336,340955
2010-10-15,81.25,83.33000183,80.75,82.76999664,345844
2010-10-18,83.08000183,83.27999878,80.34999847,81.37999725,225081
2010-10-19,79.48999786,83.20999908,79.38999939,82.94999695,151357
2010-10-20,81.76999664,82.02999878,79.34999847,79.48000336,422745
2010-10-21,80.55999756,82.69999695,80.08999634,82.55000305,378285
2010-10-22,81.69000244,82.06999969,80.41000366,80.73000336,256382
2010-10-25,82.51999664,83.27999878,81.44999695,82.01000214,339395
2010-10-26,82.55000305,82.87999725,81.80999756,82.47000122,265930
2010-10-27,81.94000244,82.69000244,80.51999664,82.48000336,375249
2010-10-28,82.18000031,82.63999939,81.5,81.98999786,296748
2010-10-29,81.43000031,82.12000275,80.55999756,81.91999817,313874
2010-11-1,82.94999695,83.86000061,81.31999969,81.44999695,358535
2010-11-2,83.90000153,84.47000122,82.83000183,82.87999725,281834
2010-11-3,84.69000244,85.36000061,83.56999969,84.37000275,393735
2010-11-4,86.48999786,86.83000183,84.91999817,85.08999634,317997
2010-11-5,86.84999847,87.43000031,85.95999908,86.59999847,317997
2010-11-8,87.05999756,87.48999786,85.95999908,87.38999939,309966
2010-11-9,86.72000122,87.62999725,85.48000336,86.75,367995
2010-11-10,87.80999756,88.20999908,86.09999847,86.44999695,472840
2010-11-11,87.80999756,88.62999725,87.54000092,87.84999847,343012
2010-11-12,84.87999725,87.84999847,84.51999664,87.73000336,478815
2010-11-15,84.86000061,85.76999664,84.48000336,84.87000275,315260
2010-11-16,82.33999634,84.73999786,82.06999969,84.58000183,454828
2010-11-17,80.44000244,82.66999817,80.05999756,82.44000244,334525
2010-11-18,81.84999847,82.34999847,80.44000244,80.44999695,160405
2010-11-19,81.51000214,82.75,80.58999634,82.23999786,324513
2010-11-22,81.73999786,82.87000275,80.68000031,82.15000153,290222
2010-11-23,81.25,82.09999847,80.27999878,81.61000061,351860
2010-11-24,83.86000061,84.19999695,80.97000122,80.98999786,324511
2010-11-26,83.76000214,84.52999878,82.77999878,84.20999908,174178
2010-11-29,85.73000336,85.83000183,83.58999634,83.90000153,335800
2010-11-30,84.11000061,85.90000153,83.55000305,85.80999756,338358
2010-12-1,86.75,86.94999695,83.62999725,83.66000366,340736
2010-12-2,88,88.12999725,86.26999664,86.80000305,330642
2010-12-3,89.19000244,89.48999786,87.13999939,87.94000244,354635
2010-12-6,89.37999725,89.76000214,88.55999756,89.44000244,293836
2010-12-7,88.69000244,90.76000214,88.09999847,88.91999817,462689
2010-12-8,88.27999878,88.98999786,87.33000183,88.34999847,383144
2010-12-9,88.37000275,89.41999817,87.70999908,88.55000305,353964
2010-12-10,87.79000092,89,87.09999847,88.51000214,313842
2010-12-13,88.61000061,89.48999786,87.44000244,87.68000031,329766
2010-12-14,88.27999878,88.94999695,87.73999786,88.19000244,281851
2010-12-15,88.62000275,89.08999634,86.83000183,88.27999878,355056
2010-12-16,87.69999695,88.65000153,87.62999725,88.48000336,221145
2010-12-17,88.01999664,88.51999664,87.01000214,87.87000275,152396
2010-12-20,88.80999756,88.98000336,87.26000214,88.18000031,265975
2010-12-21,89.81999969,89.97000122,89.05999756,89.22000122,187321
2010-12-22,90.48000336,90.80000305,89.84999847,89.98999786,187386
2010-12-23,91.51000214,91.62999725,90.33000183,90.61000061,145007
2010-12-27,91,91.87999725,90.51000214,91.06999969,104321
2010-12-28,91.48999786,91.66999817,90.75,90.79000092,104415
2010-12-29,91.12000275,91.52999878,90.80000305,91.26999664,117853
2010-12-30,89.83999634,91.40000153,89.01999664,90.98000336,209645
2010-12-31,91.37999725,92.05999756,89.05000305,89.66999817,171010
2011-1-3,91.55000305,92.58000183,91.20999908,91.30999756,225189
2011-1-4,89.37999725,92.06999969,88.36000061,91.5,415521
2011-1-5,90.30000305,90.83999634,88.09999847,89.29000092,416908
2011-1-6,88.37999725,90.70999908,87.84999847,90.47000122,440456
2011-1-7,88.02999878,89.48000336,87.25,88.18000031,444813
2011-1-10,89.25,89.98000336,88.12999725,89,430277
2011-1-11,91.11000061,91.38999939,88.93000031,89.30999756,429761
2011-1-12,91.86000061,92.38999939,90.79000092,91.18000031,382686
2011-1-13,91.40000153,92.37000275,90.75,92,358898
2011-1-14,91.54000092,91.69000244,90.09999847,90.98999786,313331
2011-1-18,91.37999725,91.90000153,90.55000305,91.51000214,211930
2011-1-19,90.86000061,92.09999847,90.47000122,91.33999634,109525
2011-1-20,88.86000061,90.86000061,88,90.69999695,442041
2011-1-21,89.11000061,90.22000122,88.87000275,89.44999695,287810
2011-1-24,87.87000275,89.62999725,87.26999664,89.26000214,356085
2011-1-25,86.19000244,87.84999847,86.12000275,87.69999695,338646
2011-1-26,87.33000183,87.77999878,86.02999878,86.23000336,347753
2011-1-27,85.63999939,87.66000366,85.41999817,87.55000305,369379
2011-1-28,89.33999634,89.73000336,85.11000061,85.27999878,584789
2011-1-31,92.19000244,92.83999634,88.40000153,89.97000122,436801
2011-2-1,90.76999664,92.44999695,90.44000244,92.19999695,392882
2011-2-2,90.86000061,91.77999878,90.09999847,90.51000214,312107
2011-2-3,90.54000092,92.05000305,90,90.93000031,290494
2011-2-4,89.02999878,91.66999817,88.44999695,90.62999725,359925
2011-2-7,87.48000336,89.54000092,87.18000031,89.05999756,324984
2011-2-8,86.94000244,88.11000061,85.87999725,87.41000366,414877
2011-2-9,86.70999908,87.94999695,86.36000061,87.34999847,367209
2011-2-10,86.73000336,87.90000153,85.95999908,86.93000031,419188
2011-2-11,85.58000183,87.76999664,85.09999847,87.69999695,383391
2011-2-14,84.80999756,86.51999664,84.58000183,85.5,319329
2011-2-15,84.31999969,85.97000122,83.84999847,84.83999634,284165
2011-2-16,84.98999786,85.94999695,84.12000275,84.44000244,297660
2011-2-17,86.36000061,86.62999725,84.37999725,85.25,176128
2011-2-18,86.19999695,87.87999725,85.65000153,86.40000153,155296
2011-2-22,93.56999969,94.48999786,86.25,86.37999725,638193
2011-2-23,98.09999847,100,95.13999939,95.68000031,489667
2011-2-24,97.27999878,103.4100037,95.62000275,98.97000122,507456
2011-2-25,97.87999725,99.19999695,96.16999817,96.62999725,307903
2011-2-28,96.97000122,99.95999908,96.70999908,98.5,262001
2011-3-1,99.62999725,100.6800003,96.37000275,96.97000122,322429
2011-3-2,102.2300034,102.4300003,99.20999908,100.4800034,446378
2011-3-3,101.9100037,102.9400024,100.1500015,102.3899994,382555
2011-3-4,104.4199982,105.1699982,101.5400009,101.6999969,369148
2011-3-7,105.4400024,106.9499969,104.25,104.6500015,404435
2011-3-8,105.0199966,105.7900009,103.3300018,104.8499985,420036
2011-3-9,104.3799973,105.9199982,103.9000015,104.9599991,353948
2011-3-10,102.6999969,105.0599976,100.6200027,104.4499969,432988
2011-3-11,101.1600037,103,99.01000214,102.6399994,342531
2011-3-14,101.1900024,101.5999985,98.47000122,100.3099976,289434
2011-3-15,97.18000031,101.8700027,96.70999908,101.8600006,388736
2011-3-16,97.98000336,99.59999847,96.22000122,97.40000153,357944
2011-3-17,101.4199982,101.9899979,96.59999847,98.09999847,261573
2011-3-18,101.0699997,103.6600037,100.1399994,101.7799988,217675
2011-3-21,102.3300018,103.3499985,101.6600037,102.1200027,103960
2011-3-22,104,104.5400009,101.4300003,102.0999985,303365
2011-3-23,105.75,106.3399963,104.3799973,104.8499985,254571
2011-3-24,105.5999985,106.6900024,104.7600021,105.5199966,258015
2011-3-25,105.4000015,105.9499969,104.5,105.4599991,235658
2011-3-28,103.9800034,105.7600021,103.5999985,105.4300003,223079
2011-3-29,104.7900009,105,102.6999969,103.9400024,246824
2011-3-30,104.2699966,105.1500015,103.4400024,104.4499969,256895
2011-3-31,106.7200012,106.8300018,104.1200027,104.3099976,270630
2011-4-1,107.9400024,108.2300034,106.3000031,106.6200027,283710
2011-4-4,108.4700012,108.7799988,107.5800018,108.2900009,228494
2011-4-5,108.3399963,108.5999985,107.5,108.1999969,249358
2011-4-6,108.8300018,109.1500015,107.7200012,107.9899979,255598
2011-4-7,110.3000031,110.4400024,108.2300034,108.6699982,334906
2011-4-8,112.7900009,113.1800003,110.1100006,110.3199997,319475
2011-4-11,109.9199982,113.4599991,108.8799973,113.2799988,364348
2011-4-12,106.25,110.2399979,105.4700012,108.9700012,555625
2011-4-13,107.1100006,107.4300003,105.3099976,106.0199966,456863
2011-4-14,108.1100006,108.5500031,105.7699966,107.3199997,352072
2011-4-15,109.6600037,110.0999985,107.2099991,108.4499969,224394
2011-4-18,107.1200027,109.4400024,106.5400009,109.4300003,138178
2011-4-19,108.1500015,108.4499969,105.5,107.5199966,324778
2011-4-20,111.4499969,111.6600037,107.9599991,108.4499969,291546
2011-4-21,112.2900009,112.4800034,111,111.3700027,240462
2011-4-25,112.2799988,113.4800034,111.0800018,112.3399963,209683
2011-4-26,112.2099991,112.6399994,111.1200027,112.1500015,234441
2011-4-27,112.7600021,113.4000015,110.7099991,111.8899994,338697
2011-4-28,112.8600006,113.9700012,111.6900024,113.1299973,301604
2011-4-29,113.9300003,114.1800003,112.25,112.8199997,201831
2011-5-2,113.5199966,114.8300018,110.8199997,113.8899994,310994
2011-5-3,111.0500031,113.2200012,110.3000031,112.9800034,300333
2011-5-4,109.2399979,111.2200012,108.4800034,110.6800003,333018
2011-5-5,99.80000305,109.3799973,98.25,108.7799988,670082
2011-5-6,97.18000031,102.3799973,94.62999725,99.76000214,606528
2011-5-9,102.5500031,103.4000015,97.41999817,98.11000061,469290
2011-5-10,103.8799973,103.9499969,100.1200027,102.4400024,439607
2011-5-11,98.20999908,104.5999985,97.5,103.6900024,524761
2011-5-12,98.97000122,100.4899979,95.25,98.58999634,522503
2011-5-13,99.65000153,100.6999969,97.08999634,98.80999756,367717
2011-5-16,97.37000275,99.65000153,96.88999939,99.36000061,335318
2011-5-17,96.91000366,97.80999756,95.01999664,96.98000336,399128
2011-5-18,100.0999985,100.9899979,97.45999908,97.56999969,285299
2011-5-19,98.44000244,100.7900009,98.16000366,99.76000214,142668
2011-5-20,99.48999786,99.90000153,95.98999786,98.59999847,394911
2011-5-23,97.69999695,100.0400009,96.37000275,99.68000031,296828
2011-5-24,99.58999634,100.0899963,96.61000061,97.54000092,339530
2011-5-25,101.3199997,101.6299973,98.19999695,99.26999664,354880
2011-5-26,100.2300034,101.9000015,99.61000061,101.2399979,332135
2011-5-27,100.5899963,101.2399979,100.0400009,100.1600037,212254
2011-5-31,102.6999969,103.3899994,99.59999847,100.6900024,319037
2011-6-1,100.2900009,103.3099976,99.86000061,102.6800003,376476
2011-6-2,100.4000015,100.9000015,98.45999908,99.79000092,389637
2011-6-3,100.2200012,100.8700027,98.12000275,100.8700027,351309
2011-6-6,99.01000214,100.6800003,98.55000305,100.4199982,289670
2011-6-7,99.08999634,99.69999695,97.73999786,98.81999969,415373
2011-6-8,100.7399979,101.8899994,98.01999664,99.58000183,484275
2011-6-9,101.9300003,102.4400024,100.7399979,100.8300018,345542
2011-6-10,99.29000092,102.1500015,98.59999847,101.8399963,379238
2011-6-13,97.30000305,99.31999969,96.12999725,98.76999664,381993
2011-6-14,99.37000275,99.44000244,96.51000214,97.08999634,347721
2011-6-15,94.80999756,99.94999695,94.01000214,99.68000031,508717
2011-6-16,94.94999695,95.75,94.29000092,95.29000092,336011
2011-6-17,93.01000214,95.40000153,91.83999634,95.09999847,245013
2011-6-20,93.26000214,93.48999786,91.13999939,92.80000305,136837
2011-6-21,93.40000153,94.73999786,92.5,93.48999786,323911
2011-6-22,95.41000366,95.69999695,93.23999786,93.76000214,296275
2011-6-23,91.01999664,94.47000122,89.69000244,94.40000153,484057
2011-6-24,91.16000366,92.33999634,89.81999969,92.29000092,337767
2011-6-27,90.61000061,91.30000305,89.61000061,91.16000366,278681
2011-6-28,92.88999939,92.95999908,90.44000244,90.70999908,279024
2011-6-29,94.76999664,95.83999634,92.66000366,93.37000275,348790
2011-6-30,95.41999817,95.81999969,93.87999725,95.08000183,276580
2011-7-1,94.94000244,95.38999939,93.44999695,95.12000275,263626
2011-7-5,96.88999939,97.48000336,94.33999634,94.98000336,275650
2011-7-6,96.65000153,97.79000092,95.90000153,97,288321
2011-7-7,98.66999817,99.41999817,96.98999786,97.04000092,339270
2011-7-8,96.19999695,99.18000031,95.59999847,98.79000092,347999
2011-7-11,95.15000153,96.75,94.13999939,96.09999847,311449
2011-7-12,97.43000031,97.5,93.55000305,95.08999634,343493
2011-7-13,98.05000305,99.20999908,96.52999878,96.72000122,355098
2011-7-14,95.69000244,98.87999725,94.52999878,97.58999634,403419
2011-7-15,97.23999786,97.73999786,95.20999908,96.02999878,266461
2011-7-18,95.93000031,97.69000244,94.69000244,97.37000275,203973
2011-7-19,97.5,98.65000153,95.93000031,96.16000366,138045
2011-7-20,98.13999939,99.01999664,96.63999939,98.11000061,295669
2011-7-21,99.12999725,100.1600037,97.19999695,98.36000061,293973
2011-7-22,99.87000275,100.1900024,98.43000031,99.19999695,223266
2011-7-25,99.19999695,99.87000275,98.51999664,99.76000214,205209
2011-7-26,99.58999634,100.6200027,97.76000214,99.15000153,332692
2011-7-27,97.40000153,99.5,97.13999939,99.18000031,304524
2011-7-28,97.44000244,98.01000214,96.51000214,97.26999664,236246
2011-7-29,95.69999695,97.38999939,94.94999695,97.16000366,284385
2011-8-1,94.88999939,98.59999847,93.41999817,96.19999695,398857
2011-8-2,93.79000092,95.68000031,93.08000183,95.01999664,328175
2011-8-3,91.93000031,93.75,91.22000122,93.15000153,350221
2011-8-4,86.62999725,92.58999634,86.04000092,91.94000244,535941
2011-8-5,86.87999725,88.31999969,82.87000275,86.5,512488
2011-8-8,81.30999756,85.73000336,80.16999817,85.70999908,521066
2011-8-9,79.30000305,83.05000305,75.70999908,81.09999847,605796
2011-8-10,82.88999939,83.13999939,79.52999878,81.90000153,520144
2011-8-11,85.72000122,85.97000122,81.02999878,81.94999695,502092
2011-8-12,85.37999725,87.37000275,84.01999664,85.55000305,350091
2011-8-15,87.87999725,88.05000305,84.40000153,85.58999634,292796
2011-8-16,86.65000153,87.93000031,85.62000275,87.68000031,375339
2011-8-17,87.58000183,89,86.65000153,87.09999847,344487
2011-8-18,82.37999725,87.52999878,81.15000153,87.41000366,331275
2011-8-19,82.26000214,83.55000305,79.16999817,81.30000305,148811
2011-8-22,84.12000275,84.66999817,81.12999725,82.41999817,374045
2011-8-23,85.44000244,86.38999939,83.40000153,84.44999695,353947
2011-8-24,85.16000366,86.58999634,84.55000305,85.66999817,294928
2011-8-25,85.30000305,86.55999756,83.01000214,85.16999817,357816
2011-8-26,85.37000275,85.63999939,82.94999695,85.08999634,283261
2011-8-29,87.26999664,87.62000275,85.11000061,85.33000183,208605
