Date,Open,High,Low,Volume,Open_lower,High_lower,Low_lower,Volume_lower,Open_upper,High_upper,Low_upper,Volume_upper
2025-04-12,71.75780143267363,73.98730193004012,72.77532601068019,234909.08281326175,70.06770638309419,73.77217950940133,72.57256004452705,109084.48778915108,73.27827446465194,74.21512508153916,72.96562247657775,384196.91603535414
2025-04-13,71.62324580888972,74.00018514555693,72.78154389824869,233518.27258955478,69.98942680342496,73.77630995228887,72.58108863615989,111306.261507228,73.35368402311207,74.21662188187243,72.95937260699273,378664.063181746
2025-04-14,71.74158160985485,74.01204927960784,72.78770483191013,235907.03106563567,70.49001770982147,73.79406879007816,72.56761739373206,105417.27892891764,73.34031426580252,74.21978488184511,72.96701539564133,378485.4329008936
2025-04-15,71.8214287078567,74.02294617789984,72.79357875182629,228756.70284991237,70.18494718441369,73.8040780966729,72.60809874367715,92502.30605176091,73.52112306816876,74.2372688434273,72.98053028297424,368364.02743148175
2025-04-16,71.78513958041296,74.03460150122642,72.80217646675109,237853.362712239,70.23360664895176,73.82232135877014,72.6007406437397,98691.30508875252,73.37004761865735,74.25058285452425,72.99273568844795,366990.107349956
2025-04-17,71.75420667958409,74.04299369920791,72.80752711389064,232408.70023366273,70.16952126774939,73.83450792364776,72.61451279354095,91838.11275548043,73.2714076872915,74.25176951281726,73.01607525944709,367797.3553217947
2025-04-18,71.72627549791858,74.05196765026452,72.81319722018242,241000.44740138322,70.25119611142576,73.84877884723245,72.62246109652519,88887.35811151862,73.49131114113331,74.25587258152663,73.02069916772842,392644.81756663317
2025-04-19,71.75531521028877,74.05855491577834,72.81493795142174,238728.50233401774,70.2945807877779,73.8616142294556,72.61186071896553,105102.84374040365,73.13977467168868,74.26126492470503,73.04026038312911,381122.11263484956
2025-04-20,71.69505835473016,74.0657228813246,72.81608683350086,240074.65114811243,70.00419197078794,73.86061314836145,72.63027730631828,108040.3658503145,73.2878938460201,74.26893225938082,73.04860763287545,374322.2062518712
2025-04-21,71.74952843739167,74.07175478395074,72.81587591276168,238379.97153932005,70.19914766515792,73.87601060569285,72.62964876580237,105395.28452869655,73.29327100528776,74.26606016553939,73.02606056714058,365586.10780776147
2025-04-22,71.72727339131833,74.07771803904325,72.81627345588208,239027.6216233188,69.89351437307894,73.8778991033882,72.62040008711814,101272.94123116732,73.23777488175035,74.2712255743146,73.01742992186546,366408.43122527574
2025-04-23,71.71597874598876,74.08348393124342,72.81648194921017,237991.82176086516,70.31505061566831,73.87788827702403,72.64046435046195,96252.31468123496,73.18497556619347,74.26908991985024,73.0255462038517,368833.80471237894
2025-04-24,71.91273480523006,74.08878554751725,72.81710178768635,242129.20291367322,70.21061351364851,73.88897047877313,72.63931005048751,125627.81034203172,73.5762294292897,74.26365340806544,73.03818590307235,386622.74489306204
2025-04-25,71.79852888331116,74.093131390661,72.81766264088154,231282.4218928197,70.3723166435212,73.90194611050188,72.64547457003593,96205.0324798584,73.5939434401989,74.2773822735995,73.0246346988678,352277.8295533061
2025-04-26,71.7476186224483,74.09865489067882,72.82144811706543,228005.33487827002,70.27598313079775,73.90818441443146,72.64537009167671,98563.2017480582,73.26097278533877,74.27576416373253,73.01652668786049,371547.8492334723
2025-04-27,71.86003048397676,74.10436486310513,72.82739347183704,233651.2937542063,70.10210168209672,73.90331797607243,72.63282369017601,92659.98124883175,73.47890284654498,74.27657828658819,73.03986151719093,386090.3898693204
2025-04-28,71.84556023753882,74.1088910946846,72.8325807550192,242976.11478131116,70.31863936337083,73.9175809340179,72.64628359031678,97811.08799543977,73.36553409621119,74.28328387513757,73.02318318247795,379417.3372365236
2025-04-29,71.95111557187587,74.11092245846243,72.83328317935467,241582.26594098777,70.27858394140006,73.92796361453831,72.66886514091492,117236.90558503567,73.42594316965342,74.30179801829159,73.03694062232971,382056.4152556657
