Date,Open,High,Low,Volume,Open_lower,High_lower,Low_lower,Volume_lower,Open_upper,High_upper,Low_upper,Volume_upper
2025-03-01,70.29799447348603,70.92943843200803,69.01811776161193,273085.00417702016,67.84734748338909,70.92943843200803,69.01811776161193,120179.5064165175,72.41126613685489,70.92943843200803,69.01811776161193,418581.8539868712
2025-03-02,70.749730338645,71.26524059160427,69.24247114441395,258547.6080236158,68.52076663623006,71.23504076074809,69.1858106739521,118557.05711271465,72.93027506105601,71.29810907930137,69.30368106818199,420884.15954999917
2025-03-03,70.93722725876124,71.58986361896619,69.51309576447011,274152.18318142206,69.25106078760327,71.54231614500284,69.4154044547081,112036.6884580046,72.6189921861291,71.63247990600766,69.61619488811493,423776.26647801395
2025-03-04,71.02659648168535,71.84072242007032,69.7905303798914,258704.05617548287,69.17046906863153,71.7840088924393,69.66007781958581,86330.50127308369,72.91920715108513,71.89445888005199,69.92726338815689,443126.26709408755
2025-03-05,71.13796564973147,72.03714088475705,70.06849813129902,250345.55496571958,69.49632902136446,71.98281362712383,69.9106094622612,110960.25663541854,72.88374093928934,72.09140773177147,70.22923160219192,398026.6802422285
2025-03-06,71.27346651986316,72.17872913444415,70.33788534555435,245997.08708147675,69.49056540407986,72.1199130307138,70.17005471467972,97829.78319098354,72.9291918449253,72.23381464324892,70.49693358159065,436208.3679371714
2025-03-07,71.2469029272966,72.28529357078672,70.59378871424198,255744.64172193944,69.66133443492652,72.21655184529723,70.4103292658329,101869.13251710236,73.01003179875016,72.34740702621639,70.77928861045837,412881.84083435516
2025-03-08,71.20261056634635,72.36184035019576,70.82531942625046,241611.7377944079,69.42572181338072,72.282373303324,70.63011366558075,81910.40988750457,72.64266879664362,72.43926640793681,71.02126571702958,432789.9115200997
2025-03-09,71.3633190810971,72.42937650208175,71.03848410356045,238690.50402317257,69.74411680100859,72.34491193152964,70.82469097733498,76946.92743763924,72.82546603776514,72.50919130459428,71.22825779509544,416843.3793780088
2025-03-10,71.37956784026846,72.48977466437965,71.234431108284,236175.58052262844,69.82856723582,72.39596206106246,70.99666362285613,87334.209517169,73.18811806322636,72.58475688494742,71.45113758850098,386193.0089744806
2025-03-11,71.41620346992241,72.55211283221841,71.41124186697006,252662.1024230954,69.63901541019231,72.4464161733538,71.16710279655456,97516.65384464563,73.08271680794658,72.66657781027257,71.63532175517082,396330.70867559896
2025-03-12,71.47610316560268,72.61863063754886,71.56447258200646,242865.68191836684,70.14627840865404,72.50758448965848,71.3192520608902,104405.88697553576,72.90443146972358,72.74266280949116,71.80101597332954,388682.2272061705
2025-03-13,71.37656903629079,72.6876246247217,71.70730215039254,238324.68218158485,69.77433262231946,72.56644067436457,71.4929647102356,82834.43899031877,72.81765446335076,72.82539361797274,71.92902833890915,391285.70953013893
2025-03-14,71.42092886054144,72.76089691726862,71.83316454639436,242104.435127891,69.84584903649241,72.63466299578548,71.61858522725105,90203.96399866344,72.81269540858268,72.89797642402351,72.07585009598732,380075.91027736664
2025-03-15,71.43297771482393,72.83484398330748,71.94893615951538,237900.84773211152,70.05462574115397,72.69212238222362,71.74511363911628,103884.8416611433,73.04113920713962,72.97840259797871,72.15917643690109,373071.32105762954
2025-03-16,71.57472788497581,72.91380925409496,72.05344403293132,246280.99199242325,70.42955159956962,72.75360799238086,71.85683454704285,116130.23492206931,73.03816368024052,73.06601735442878,72.25291009402275,384269.2074582218
2025-03-17,71.49667184205875,72.9934610125497,72.1411832482338,233831.80891220988,70.13363757837566,72.82453332893552,71.942661175251,82476.18018481735,72.78108001080156,73.15760592907668,72.34101525568961,378167.2538516997
2025-03-18,71.50902216467932,73.07047845765949,72.21865885491371,242114.9689214447,70.13915844637157,72.89823142312467,72.02519382548331,97612.61293148696,72.8938503382951,73.23966054603457,72.40560909557342,386311.14818131924
2025-03-19,71.49302737538815,73.14712449682504,72.28691432721615,237229.51275148688,70.13164520829918,72.97913097307087,72.09550910830498,71376.36900505424,73.02104861460627,73.31557126298547,72.4773345668316,373196.47654331906
2025-03-20,71.45917936984674,73.22193872257323,72.35055633099078,243547.95275800285,69.83438954864442,73.05353100530803,72.14614727425575,111734.41612906159,73.18885380803049,73.39835526615381,72.55005753970147,369632.3783206343
2025-03-21,71.57174927701801,73.29043687953056,72.39793942759036,234217.95733685582,69.95360457849503,73.09461562693119,72.1845089366436,77229.53043509721,73.0420056128651,73.46841155886649,72.59482411885261,385405.7231999277
2025-03-22,71.58529197589012,73.3530408309102,72.44222786872388,223103.97024693846,69.89418956770004,73.17794750824571,72.23727314829826,84864.6079368353,73.10229269780218,73.53271860830486,72.66622925806045,381570.81875710475
2025-03-23,71.65812301211878,73.4039835722819,72.48376900317669,242468.582634266,70.17872912729531,73.22360943771899,72.27485564136505,115599.97013869286,73.1143253095895,73.58877009883523,72.70098897647858,389427.21173017024
2025-03-24,71.6361529881388,73.44896200551837,72.51104375507832,242711.1719487983,70.16905091977866,73.26375660471618,72.30830081295967,84446.07592090368,73.19049482770265,73.63962717875837,72.74510247159003,392705.75865395064
2025-03-25,71.57730466227531,73.49135395130516,72.53241085116863,230843.93817098378,69.83916227707267,73.31664433076978,72.35230764746666,103729.74555817545,72.96363400632144,73.68300107084214,72.77246701884269,352967.1838612793
2025-03-26,71.66884531063066,73.53876995152982,72.55731506237983,244140.7909090948,70.12374689666183,73.34358128659429,72.36987294363975,88981.55955711305,73.24233443069458,73.72384694524109,72.7869422826767,387466.680556643
2025-03-27,71.52002817397342,73.57859212291241,72.57980708973408,245486.37028671236,69.78837760037185,73.38272051662206,72.39741708159447,105192.83925808668,72.91403204344215,73.76739326998592,72.79849479269981,379110.34958961006
2025-03-28,71.53101465857625,73.62203429014235,72.59643607068061,240665.85951888026,69.90077733880283,73.42834163144231,72.39037459897995,89213.59588109553,73.03154579077662,73.8223163278401,72.79881078720092,378436.2546613216
2025-03-29,71.6418008365035,73.66198289570212,72.61636865303517,239692.77249255092,70.1452737275213,73.45454700618983,72.39754769301415,119812.84289826154,73.29894516868889,73.8660211762041,72.82083554196358,373364.8725930451
2025-03-30,71.79721920348778,73.70254534871131,72.63499362864493,230632.18347337336,70.08892992754281,73.50683627352119,72.42241591334343,92854.44815857708,73.21351442432403,73.92724350102246,72.82816039633751,364567.3785838961
2025-03-31,71.60752726609483,73.73685723366589,72.65471353368758,238494.36728727637,70.14494899516554,73.54671485297382,72.43402672433852,88675.84203703403,73.05841614916922,73.95596956901252,72.87444905114174,393309.1354201674
2025-04-01,71.83653382218033,73.76871293225885,72.67107010307312,236431.76323009402,70.32709658872338,73.594373075217,72.46455795192718,92424.82563620507,73.43123020893336,74.00678423129023,72.88378480410576,378878.36415998935
2025-04-02,71.58854663965553,73.79855276431142,72.68785161488056,241125.37033555508,70.0246217540577,73.61778759084642,72.48189446258544,106634.79661885799,73.14998268024624,74.02480100288987,72.92141805458068,401181.2556438922
2025-04-03,71.7042427621819,73.82417846987397,72.7001057248354,235569.1113882062,70.06680157841743,73.63665917664765,72.47280756640434,109181.69914515615,73.30127130924166,74.06002570077777,72.93943011832238,375764.26316915744
2025-04-04,71.76770425446406,73.84933751968295,72.71312133870126,239053.77610188158,70.05321046552062,73.65811661116778,72.51421211385727,94616.47480299472,73.23619404655695,74.08007990039886,72.94081913089752,372669.02702174184
2025-04-05,71.64436758436264,73.87186978527905,72.72454714109898,239132.84843949944,69.87026299829782,73.67095564328135,72.5066965150833,118196.31475164891,73.21123592981697,74.0896835759282,72.938537014246,352152.744605416
2025-04-06,71.69134908395186,73.89204513413459,72.73383739020825,241127.84652483018,70.1073443536088,73.68692240953446,72.52073126173019,94693.03019120396,73.39871530918776,74.11037926845252,72.93864984440803,361466.7887067794
2025-04-07,71.7874004740946,73.91094496466219,72.74137364218234,245061.34790033428,70.20970338013768,73.6936255812645,72.51206537723542,121138.82584833504,73.41538189074397,74.13152868181467,72.93633283877372,397584.7814640759
2025-04-08,71.80385258052871,73.92767224230617,72.74683030602932,226829.609629198,70.22372307235004,73.7105522440374,72.52926402926445,102728.06237395704,73.3167578675151,74.1442478594184,72.92916327404976,368698.6712531387
2025-04-09,71.76087031865568,73.94655634871125,72.7582519379139,244700.9612194264,69.87157769218832,73.74455464787782,72.54464408969879,115200.26457218529,73.62433866558969,74.17051217496396,72.94770152831077,355080.6124120593
2025-04-10,71.68210158859044,73.96025464887917,72.76412426021099,235698.4292737347,70.18404491354525,73.75151338592173,72.56403584432603,113268.36728087664,73.4371304820776,74.18598156966269,72.965193598032,365396.1736213029
2025-04-11,71.71414299400226,73.9747336236164,72.77065020806789,240563.1985821262,70.21386551299692,73.76157610915602,72.55510429167747,114518.7948723048,73.30982777106763,74.19451170884072,72.98856334328651,386260.04667060374
